sensorspeed,units,gravity,Accuracy
1.041,3.96,9.368,5
1.037,3.957,9.378,5
1.027,3.931,9.364,5
1.065,3.955,9.445,5
1.041,4.034,9.517,5
1.092,4.051,9.785,5
1.195,4.125,10.094,5
1.427,4.206,10.206,5
1.664,4.415,10.182,5
1.951,4.716,9.964,5
2.092,5.013,9.67,5
2.092,5.143,9.361,5
1.899,5.03,9.194,5
1.633,4.781,9.093,5
1.384,4.604,9.019,5
1.176,4.623,8.892,5
1.022,4.81,8.755,5
0.845,5.018,8.789,6
0.565,5.274,8.854,5
0.254,5.377,8.933,5
-0.016,5.344,8.901,5
-0.267,5.212,9.177,5
-0.645,4.882,9.392,5
-1.057,4.525,9.299,5
-1.196,4.238,9.289,5
-1.206,4.053,9.435,5
-1.201,3.857,9.622,5
-1.227,3.672,9.792,5
-1.23,3.57,9.941,5
-1.234,3.426,10.075,5
-1.124,3.261,10.216,5
-0.969,3.172,10.319,5
-0.832,3.069,10.343,5
-0.578,3.026,10.374,5
-0.308,3.012,10.383,5
-0.092,2.997,10.328,5
0.077,3.036,10.158,5
0.187,3.107,9.926,5
0.376,3.143,9.601,5
0.486,3.23,9.215,5
0.584,3.28,8.861,5
0.642,3.313,8.456,5
0.627,3.467,8.111,6
0.589,3.491,8.095,5
0.596,3.38,8.054,5
0.639,3.335,8.011,5
0.663,3.34,8.061,5
0.632,3.397,8.19,5
0.524,3.534,8.387,5
0.431,3.589,8.717,5
0.338,3.601,9.024,5
0.156,3.524,9.359,5
0.014,3.407,9.732,5
-0.004,3.294,10.115,5
-0.018,3.299,10.412,5
-0.073,3.321,10.637,5
-0.183,3.301,10.721,5
-0.258,3.287,10.932,5
-0.248,3.289,11.044,5
-0.358,3.268,10.91,5
-0.432,3.273,10.613,5
-0.432,3.289,10.213,5
-0.406,3.263,9.751,5
-0.399,3.268,9.177,5
-0.423,3.265,8.595,5
-0.44,3.301,8.116,5
-0.425,3.33,7.757,6
-0.406,3.431,7.501,5
-0.385,3.498,7.527,5
-0.305,3.455,7.384,5
-0.226,3.416,7.173,5
-0.088,3.407,6.974,5
0.129,3.395,6.876,5
0.338,3.378,6.79,5
0.594,3.383,6.771,5
0.814,3.352,6.775,5
0.974,3.352,6.814,5
1.116,3.356,6.835,5
1.142,3.359,6.754,5
1.176,3.498,6.581,5
1.19,3.663,6.419,5
1.192,3.742,6.265,5
1.231,3.763,6.064,5
1.259,3.792,5.827,5
1.187,3.795,5.552,5
1.164,3.862,5.327,5
1.159,4.036,5.32,5
1.085,4.221,5.346,5
1.051,4.305,5.655,5
1.02,4.288,6.158,5
0.943,4.328,6.716,6
0.761,4.297,7.238,5
0.551,4.338,7.745,5
0.381,4.451,8.339,5
0.16,4.539,8.868,5
-0.013,4.568,9.325,5
-0.119,4.558,9.665,5
-0.301,4.522,9.696,5
-0.411,4.477,9.61,5
-0.547,4.455,9.478,5
-0.715,4.403,9.282,5
-0.792,4.384,9.098,5
-0.787,4.309,9.014,5
-0.634,4.235,8.99,5
-0.394,4.185,9.033,5
-0.15,4.168,9.091,5
0.091,4.142,9.148,5
0.266,4.07,9.265,5
0.469,3.991,9.433,5
0.615,3.931,9.591,5
0.682,3.881,9.773,5
0.721,3.862,9.926,5
0.757,3.874,9.924,5
0.826,3.919,9.967,5
0.907,3.938,9.969,6
0.867,3.943,9.857,5
0.812,4.01,9.751,5
0.721,4.08,9.67,5
0.625,4.113,9.598,5
0.531,4.151,9.636,5
0.462,4.211,9.699,5
0.371,4.271,9.759,5
0.266,4.261,9.826,5
0.122,4.23,9.919,5
0.019,4.223,10.02,5
-0.028,4.235,10.106,5
-0.078,4.218,10.149,5
-0.085,4.245,10.213,5
-0.126,4.24,10.276,5
-0.147,4.249,10.221,5
-0.023,4.312,10.154,5
0.211,4.465,10.12,5
0.582,4.704,9.912,5
0.962,5.001,9.445,5
1.142,5.255,8.866,5
1.216,5.377,8.363,5
1.331,5.346,7.984,5
1.477,5.126,7.759,5
1.518,4.905,7.704,5
1.446,4.779,7.585,6
1.302,4.664,7.52,5
1.089,4.556,7.506,5
0.864,4.458,7.676,5
0.383,4.324,7.977,5
-0.147,4.161,8.432,5
-0.689,3.965,9.112,5
-1.143,3.811,9.885,5
-1.426,3.582,10.561,5
-1.689,3.376,11.372,5
-1.821,3.007,12.15,5
-1.737,2.736,12.605,5
-1.431,2.583,12.756,5
-1.026,2.392,12.735,5
-0.574,2.274,12.294,5
-0.104,2.322,11.521,5
0.366,2.411,10.819,5
0.74,2.523,10.127,5
0.982,2.583,9.584,5
1.171,2.576,9.028,5
1.374,2.624,8.372,5
1.566,2.736,7.877,5
1.776,2.866,7.489,5
1.93,3.031,7.218,5
1.98,3.215,7.015,6
1.997,3.4,6.938,5
2.016,3.538,6.986,5
2.021,3.627,7.111,5
1.923,3.632,7.302,5
1.832,3.596,7.668,5
1.697,3.56,8.042,5
1.544,3.502,8.432,5
1.367,3.44,8.753,5
1.144,3.371,9.174,5
0.948,3.33,9.557,5
0.74,3.227,9.854,5
0.558,3.086,10.206,5
0.402,2.978,10.656,5
0.239,2.854,11.152,5
0.182,2.739,11.712,5
0.127,2.557,12.294,5
0.136,2.439,12.725,5
0.223,2.339,13.043,5
0.321,2.272,13.139,5
0.409,2.291,12.981,5
0.606,2.265,12.634,5
0.79,2.246,12.129,5
0.871,2.234,11.442,5
0.869,2.25,10.774,5
0.962,2.274,10.175,6
1.003,2.305,9.677,5
0.927,2.358,9.265,5
0.874,2.442,9,5
0.804,2.562,8.854,5
0.67,2.727,8.717,5
0.57,2.897,8.607,5
0.452,3.086,8.485,5
0.366,3.273,8.396,5
0.376,3.433,8.26,5
0.421,3.548,7.961,5
0.536,3.617,7.573,5
0.639,3.682,7.194,5
0.701,3.737,6.862,5
0.761,3.811,6.589,5
0.927,3.816,6.347,5
1.025,3.78,6.158,5
1.128,3.766,6.074,5
1.293,3.737,6.134,5
1.348,3.756,6.201,5
1.334,3.876,6.349,5
1.286,3.919,6.668,5
1.195,3.842,6.914,5
1.037,3.795,7.024,5
0.891,3.816,7.226,6
0.666,3.91,7.68,5
0.493,3.967,8.217,5
0.464,3.926,8.648,5
0.433,3.826,8.918,5
0.474,3.687,9.086,5
0.536,3.514,9.122,5
0.651,3.39,9.124,5
0.8,3.251,9.143,5
0.943,3.127,9.122,5
1.13,3.069,9.019,5
1.25,3.019,8.942,5
1.374,2.93,8.854,5
1.664,2.885,8.976,5
1.843,2.887,9.052,5
1.925,2.904,9.122,5
1.97,2.894,9.287,5
2.021,2.93,9.411,5
2.076,2.904,9.675,5
2.011,2.921,9.883,5
1.925,2.961,10.089,5
1.86,2.914,10.302,5
1.798,2.892,10.439,5
1.786,2.87,10.525,5
1.781,2.767,10.666,5
1.748,2.753,10.984,6
1.669,2.885,11.25,5
1.559,3.009,11.406,5
1.465,3.167,11.48,5
1.405,3.318,11.396,5
1.329,3.462,11.138,5
1.305,3.625,10.788,5
1.255,3.732,10.436,5
1.214,3.773,10.084,5
1.156,3.763,9.838,5
1.168,3.751,9.651,5
1.18,3.787,9.601,5
1.144,3.799,9.615,5
1.125,3.845,9.629,5
1.18,3.883,9.713,5
1.187,3.953,9.955,5
1.247,4.075,10.185,5
1.422,4.202,10.453,5
1.726,4.539,10.496,5
2.023,5.004,10.29,5
2.155,5.427,9.905,5
2.006,5.609,9.596,5
1.657,5.463,9.572,5
1.221,5.116,9.665,5
0.682,4.673,9.737,6
0.232,4.352,9.706,5
-0.057,4.23,9.723,5
-0.26,4.245,9.821,5
-0.55,4.288,10.082,5
-0.93,4.317,10.381,5
-1.424,4.168,10.738,5
-1.79,3.902,11.221,5
-2.037,3.562,11.648,5
-2.113,3.16,12.007,5
-2.02,2.744,12.366,5
-1.785,2.427,12.533,5
-1.397,2.198,12.5,5
-0.957,1.997,12.165,5
-0.449,1.901,11.602,5
-0.006,1.932,10.946,5
0.266,2.011,10.223,5
0.534,2.044,9.656,5
0.697,2.088,9.129,5
0.74,2.2,8.693,5
0.809,2.329,8.372,5
0.723,2.497,8.154,5
0.603,2.648,8.049,5
0.567,2.811,7.996,5
0.627,2.945,7.97,6
0.692,3.069,7.958,5
0.752,3.21,7.932,5
0.883,3.33,7.901,5
1.056,3.457,7.85,5
1.197,3.586,7.867,5
1.35,3.615,7.85,5
1.501,3.565,7.853,5
1.592,3.558,7.805,5
1.571,3.502,7.85,5
1.518,3.502,7.867,5
1.367,3.574,7.97,5
1.13,3.665,8.14,5
0.905,3.821,8.262,5
0.689,4.027,8.351,5
0.519,4.082,8.442,5
0.23,4.127,8.437,5
-0.121,4.065,8.545,5
-0.385,3.989,8.629,5
-0.6,3.945,8.82,5
-0.804,3.921,8.976,5
-0.983,3.938,9.184,5
-1.134,4.017,9.22,5
-1.213,4.094,9.213,5
-1.218,4.259,9.083,5
-1.141,4.312,8.966,6
-1.036,4.276,8.739,5
-0.983,4.257,8.31,5
-0.887,4.3,8.001,5
-0.708,4.328,7.721,5
-0.478,4.384,7.451,5
-0.25,4.424,7.094,5
-0.035,4.431,6.826,5
0.146,4.408,6.57,5
0.266,4.417,6.328,5
0.412,4.482,6.136,5
0.632,4.527,5.942,5
0.821,4.601,5.791,5
0.977,4.659,5.708,5
1.061,4.69,5.621,5
1.173,4.728,5.715,5
1.219,4.733,5.801,5
1.25,4.757,5.885,5
1.29,4.791,5.978,5
1.314,4.846,6.095,5
1.231,4.929,6.203,5
1.125,5.006,6.366,5
1.017,5.056,6.507,5
0.85,5.111,6.759,5
0.699,5.178,7.127,5
0.498,5.245,7.539,6
0.338,5.31,7.884,5
0.23,5.315,8.116,5
0.127,5.301,8.21,5
0.019,5.336,8.2,5
-0.073,5.37,8.131,5
-0.155,5.408,8.008,5
-0.169,5.497,7.913,5
-0.25,5.576,7.836,5
-0.334,5.588,7.757,5
-0.411,5.652,7.714,5
-0.502,5.691,7.7,5
-0.547,5.734,7.702,5
-0.55,5.729,7.747,5
-0.605,5.739,7.829,5
-0.586,5.724,7.946,5
-0.523,5.669,8.049,5
-0.344,5.576,8.171,5
-0.104,5.425,8.365,5
0.057,5.267,8.535,5
0.184,5.121,8.657,5
0.385,5.008,8.82,5
0.534,4.877,8.923,5
0.663,4.819,9.05,5
0.826,4.738,9.115,6
0.998,4.69,9.241,5
1.087,4.616,9.352,5
1.132,4.532,9.486,5
1.108,4.544,9.735,5
1.073,4.534,10.015,5
1.041,4.527,10.18,5
1.02,4.618,10.34,5
1.044,4.755,10.544,5
1.113,4.831,10.781,5
1.171,4.894,10.903,5
1.302,4.985,10.707,5
1.415,5.2,10.412,5
1.422,5.382,10.182,5
1.427,5.394,9.926,5
1.345,5.356,9.61,5
1.171,5.351,9.507,5
0.996,5.253,9.555,5
0.752,5.135,9.639,5
0.496,4.968,9.766,5
0.237,4.8,9.921,5
0.01,4.692,10.204,5
-0.179,4.604,10.556,5
-0.339,4.489,11.004,5
-0.396,4.362,11.47,5
-0.432,4.18,11.897,6
-0.487,4.003,12.282,5
-0.562,3.74,12.61,5
-0.485,3.416,12.809,5
-0.258,3.103,12.945,5
-0.023,2.813,12.943,5
0.297,2.667,12.735,5
0.651,2.552,12.407,5
1.051,2.538,11.971,5
1.338,2.583,11.494,5
1.563,2.669,10.96,5
1.724,2.746,10.439,5
1.803,2.782,10.005,5
1.853,2.806,9.524,5
1.901,2.835,9.107,5
1.973,2.87,8.748,5
1.992,2.94,8.408,5
2.023,3.062,8.198,5
2.054,3.194,8.052,5
2.021,3.344,8.018,5
2.04,3.529,7.999,5
2.078,3.582,7.992,5
2.097,3.591,7.92,5
2.119,3.641,7.759,5
2.131,3.601,7.558,6
2.124,3.536,7.465,5
2.104,3.483,7.448,5
2.071,3.428,7.558,5
1.994,3.38,7.685,5
1.913,3.337,7.783,5
1.827,3.306,7.872,5
1.774,3.356,7.977,5
1.669,3.359,8.087,5
1.556,3.356,8.135,5
1.463,3.421,8.274,5
1.312,3.404,8.339,5
1.161,3.412,8.449,5
1.044,3.435,8.547,5
0.905,3.416,8.66,5
0.733,3.395,8.83,5
0.587,3.385,8.973,5
0.433,3.316,9.083,5
0.335,3.371,9.167,5
0.342,3.438,9.177,5
0.371,3.45,9.04,5
0.505,3.471,8.81,5
0.668,3.505,8.506,5
0.824,3.495,8.289,5
0.986,3.445,8.123,6
1.087,3.479,8.023,5
1.14,3.491,7.865,5
1.149,3.524,7.728,5
1.12,3.565,7.623,5
1.116,3.675,7.546,5
1.058,3.773,7.398,5
0.986,3.893,7.302,5
0.986,3.984,7.226,5
0.996,4.082,7.149,5
1.01,4.144,7.087,5
0.986,4.218,7.015,5
0.97,4.288,6.991,5
0.955,4.355,6.998,5
0.965,4.345,6.941,5
0.982,4.34,6.905,5
1.015,4.336,6.933,5
1.034,4.312,7.084,5
1.082,4.293,7.238,5
1.161,4.3,7.357,5
1.223,4.264,7.407,5
1.278,4.17,7.448,5
1.336,4.125,7.441,5
1.31,4.072,7.41,5
1.278,4.015,7.431,5
1.31,4.015,7.475,6
1.338,4.039,7.589,5
1.238,4.087,7.793,5
1.166,4.12,8.03,5
1.176,4.125,8.257,5
1.195,4.07,8.432,5
1.204,4.041,8.523,5
1.199,4.029,8.624,5
1.187,4.06,8.746,5
1.156,4.039,8.825,5
1.18,4.06,8.899,5
1.183,4.111,8.971,5
1.195,4.127,8.985,5
1.192,4.106,8.892,5
1.219,4.127,8.743,5
1.168,4.111,8.583,5
1.132,4.149,8.506,5
1.166,4.216,8.482,5
1.233,4.283,8.504,5
1.255,4.333,8.561,5
1.288,4.376,8.715,5
1.262,4.41,8.875,5
1.281,4.417,8.985,5
1.264,4.388,9.206,5
1.211,4.348,9.514,5
1.128,4.379,9.859,6
1.077,4.362,10.175,5
0.977,4.384,10.376,5
0.864,4.405,10.395,5
0.783,4.364,10.369,5
0.728,4.355,10.307,5
0.716,4.355,10.194,5
0.728,4.391,10.075,5
0.778,4.443,9.948,5
0.972,4.546,9.9,5
1.245,4.819,9.747,5
1.501,5.14,9.409,5
1.657,5.459,8.966,5
1.69,5.698,8.588,5
1.671,5.787,8.313,5
1.544,5.801,8.068,5
1.336,5.748,7.807,5
1.056,5.796,7.556,5
0.742,5.966,7.415,5
0.366,6.11,7.525,5
-0.09,6.201,7.702,5
-0.626,6.258,7.994,5
-1.076,6.191,8.471,5
-1.539,6.115,8.98,6
-1.919,5.992,9.613,5
-2.226,5.72,10.357,5
-2.477,5.351,10.96,5
-2.702,5.004,11.487,5
-2.726,4.635,11.877,5
-2.47,4.159,12.292,5
-2.185,3.668,12.522,5
-1.91,3.275,12.555,5
-1.517,2.937,12.505,5
-1.155,2.753,12.395,5
-0.739,2.679,11.904,5
-0.401,2.705,11.128,5
-0.071,2.88,10.276,5
0.184,3.095,9.505,5
0.294,3.368,8.849,5
0.361,3.582,8.277,5
0.402,3.716,7.731,5
0.445,3.852,7.254,5
0.395,4.041,6.89,5
0.287,4.197,6.644,5
0.177,4.388,6.438,5
0.101,4.558,6.378,5
-0.021,4.671,6.529,5
-0.188,4.769,6.716,5
-0.322,4.846,6.924,6
-0.425,4.884,7.144,5
-0.485,4.908,7.41,5
-0.511,4.927,7.709,5
-0.483,4.908,7.961,5
-0.406,4.819,8.207,5
-0.373,4.726,8.408,5
-0.356,4.597,8.523,5
-0.339,4.465,8.542,5
-0.346,4.336,8.499,5
-0.404,4.257,8.432,5
-0.461,4.223,8.334,5
-0.55,4.187,8.281,5
-0.657,4.161,8.274,5
-0.83,4.199,8.346,5
-0.909,4.249,8.391,5
-0.964,4.328,8.415,5
-0.983,4.34,8.432,5
-0.981,4.364,8.384,5
-0.904,4.398,8.315,5
-0.756,4.388,8.183,5
-0.523,4.36,7.999,5
-0.294,4.345,7.862,5
-0.047,4.324,7.664,5
0.194,4.276,7.51,6
0.44,4.249,7.281,5
0.651,4.266,7.089,5
0.883,4.264,6.95,5
1.022,4.29,6.898,5
1.13,4.331,6.854,5
1.276,4.408,6.663,5
1.379,4.51,6.541,5
1.425,4.604,6.538,5
1.506,4.63,6.531,5
1.542,4.666,6.407,5
1.504,4.731,6.366,5
1.458,4.841,6.383,5
1.405,4.963,6.433,5
1.341,5.032,6.469,5
1.252,5.138,6.491,5
1.108,5.255,6.546,5
0.989,5.334,6.689,5
0.881,5.368,6.886,5
0.802,5.36,7.13,5
0.735,5.346,7.293,5
0.575,5.341,7.448,5
0.393,5.358,7.661,5
0.275,5.394,7.886,5
0.208,5.356,8.08,6
0.156,5.363,8.255,5
0.105,5.301,8.346,5
0.074,5.26,8.38,5
0.153,5.224,8.377,5
0.256,5.176,8.31,5
0.39,5.135,8.284,5
0.536,5.044,8.253,5
0.618,4.961,8.154,5
0.673,4.848,8.068,5
0.79,4.779,8.078,5
0.883,4.678,8.143,5
0.996,4.635,8.298,5
1.051,4.64,8.432,5
1.13,4.664,8.494,5
1.185,4.652,8.535,5
1.238,4.623,8.573,5
1.271,4.664,8.59,5
1.298,4.621,8.621,5
1.319,4.592,8.729,5
1.3,4.575,8.858,5
1.283,4.575,9.05,5
1.231,4.594,9.194,5
1.108,4.628,9.34,5
0.946,4.702,9.553,5
0.857,4.767,9.761,6
0.752,4.843,9.924,5
0.62,4.838,10.048,5
0.531,4.815,10.022,5
0.472,4.891,9.862,5
0.632,5.169,9.823,5
0.979,5.511,9.62,5
1.264,5.906,9.253,5
1.451,6.117,8.693,5
1.542,6.048,8.198,5
1.444,6.016,7.826,5
1.25,5.988,7.68,5
1.214,5.849,7.549,5
1.061,5.832,7.494,5
0.862,5.82,7.838,5
0.682,5.712,8.471,5
0.589,5.619,9.141,5
0.57,5.499,9.775,5
0.452,5.329,10.304,5
0.285,5.171,10.771,5
0.127,4.941,11.233,5
0.103,4.64,11.602,5
0.201,4.259,12.062,5
0.318,3.881,12.426,5
0.464,3.555,12.569,5
0.603,3.328,12.524,6
0.687,3.203,12.201,5
0.807,3.218,11.684,5
0.927,3.38,11.085,5
1.039,3.582,10.458,5
1.125,3.768,9.787,5
1.255,3.914,9.074,5
1.381,4.039,8.504,5
1.441,4.115,8.152,5
1.463,4.163,7.905,5
1.559,4.218,7.762,5
1.769,4.185,7.702,5
2.04,4.163,7.704,5
2.27,4.125,7.676,5
2.5,4.063,7.68,5
2.725,4.015,7.671,5
2.95,3.977,7.692,5
3.108,3.969,7.697,5
3.16,3.924,7.692,5
3.112,3.917,7.803,5
3.05,3.845,7.901,5
2.995,3.804,7.862,5
2.737,3.821,7.977,5
2.485,3.78,8.198,5
2.215,3.761,8.274,6
1.829,3.694,8.365,5
1.477,3.61,8.456,5
1.135,3.598,8.76,5
0.706,3.538,9.196,5
0.282,3.457,9.692,5
-0.064,3.356,10.118,5
-0.274,3.285,10.453,5
-0.447,3.277,10.771,5
