sensorspeed,units,gravity,Accuracy
0.062,5.664,7.604,5
0.16,5.655,7.771,5
0.165,5.576,7.937,5
0.079,5.509,8.135,5
-0.057,5.389,8.435,5
-0.198,5.332,8.782,5
-0.394,5.303,9.045,6
-0.555,5.253,9.285,5
-0.655,5.2,9.445,5
-0.691,5.152,9.55,5
-0.595,5.066,9.665,5
-0.432,4.949,9.751,5
-0.272,4.826,9.924,5
-0.167,4.659,10,5
0.012,4.532,9.976,5
0.163,4.463,9.931,5
0.247,4.4,9.862,5
0.273,4.324,9.79,5
0.318,4.242,9.632,5
0.239,4.221,9.517,5
0.105,4.223,9.438,5
-0.023,4.156,9.268,5
0.048,4.087,9.038,5
0.412,3.723,8.676,5
0.598,3.56,8.518,5
0.534,3.634,8.303,5
0.457,3.747,7.965,5
0.376,3.974,7.757,5
0.326,4.18,7.542,5
0.426,4.352,7.396,5
0.584,4.439,7.312,5
0.797,4.36,7.197,6
0.967,4.269,7.235,5
1.073,4.142,7.319,5
1.135,3.996,7.489,5
1.13,3.816,7.604,5
1.08,3.668,7.764,5
0.857,3.625,7.946,5
0.424,3.632,8.018,5
0.194,3.682,8.298,5
-0.001,3.701,8.356,5
0.024,3.74,8.664,5
-0.071,3.768,8.945,5
-0.167,3.783,9.184,5
-0.195,3.807,9.289,5
-0.277,3.787,9.287,5
-1.51,3.457,9.031,5
-2.362,3.416,8.858,5
-2.029,3.368,8.463,5
-1.313,3.124,7.987,5
-0.54,2.947,7.757,5
0.127,2.837,8.047,5
0.558,2.789,8.415,5
0.996,2.775,8.949,5
1.226,2.858,9.555,5
1.207,3.139,9.979,6
0.915,3.529,10.132,5
-0.102,3.742,9.905,5
-1.108,4.096,9.285,5
-1.23,4.688,8.72,5
-1.191,4.98,8.842,5
-1.002,5.097,9.148,5
-0.813,5.023,9.361,5
-0.724,4.776,9.462,5
-0.71,4.393,9.39,5
-0.724,4.053,9.33,5
-0.813,3.797,9.263,5
-0.861,3.558,9.33,5
-0.818,3.359,9.61,5
-0.772,3.253,10,5
-0.751,3.21,10.383,5
-0.842,3.265,10.632,5
-1.052,3.402,10.824,5
-1.22,3.577,10.994,5
-1.316,3.716,11.049,5
-1.471,3.799,10.984,5
-1.524,3.771,10.774,5
-1.503,3.768,10.733,5
-1.378,3.723,10.733,5
-1.225,3.696,10.654,5
-1.036,3.637,10.537,6
-0.854,3.605,10.503,5
-0.701,3.627,10.506,5
-0.648,3.675,10.455,5
-0.614,3.67,10.506,5
-0.626,3.61,10.527,5
-0.696,3.605,10.467,5
-0.681,3.62,10.489,5
-0.574,3.55,10.496,5
-0.54,3.522,10.513,5
-0.519,3.522,10.501,5
-0.454,3.44,10.283,5
-0.356,3.373,10.261,5
-0.236,3.354,10.331,5
-0.136,3.352,10.314,5
-0.03,3.244,10.259,5
0.127,3.086,10.367,5
0.326,2.923,10.465,5
0.534,2.789,10.539,5
0.725,2.746,10.563,5
0.917,2.686,10.58,5
1.008,2.7,10.704,5
0.979,2.748,10.889,5
0.907,2.791,10.92,5
0.713,2.902,10.771,6
0.46,3.002,10.575,5
0.287,3.115,10.269,5
0.16,3.28,10.01,5
0.136,3.349,9.732,5
0.316,3.265,9.522,5
0.687,3.184,9.498,5
0.938,3.112,9.507,5
1.087,3.064,9.447,5
1.341,2.866,9.471,5
1.63,2.705,9.342,5
1.75,2.586,9.071,5
1.791,2.679,8.928,5
1.87,2.899,8.861,5
1.966,3.026,8.873,5
2.04,3.112,8.851,5
2.109,3.239,8.799,5
2.229,3.282,8.743,5
2.296,3.321,8.631,5
2.382,3.299,8.492,5
2.442,3.306,8.43,5
2.5,3.299,8.468,5
2.552,3.263,8.557,5
2.612,3.213,8.684,5
2.555,3.146,8.854,5
2.478,3.088,9.081,6
2.365,3.084,9.366,5
2.176,3.136,9.706,5
1.841,3.153,10.137,5
1.477,3.244,10.577,5
1.185,3.213,11.063,5
0.915,3.151,11.356,5
0.761,3.057,11.554,5
0.728,2.954,11.6,5
0.783,2.873,11.552,5
0.915,2.813,11.406,5
1.077,2.775,11.107,5
1.233,2.739,10.781,5
1.41,2.674,10.467,5
1.539,2.679,10.146,5
1.64,2.66,9.852,5
1.717,2.624,9.577,5
1.769,2.626,9.285,5
1.788,2.667,8.98,5
1.781,2.7,8.779,5
1.786,2.765,8.578,5
1.769,2.799,8.432,5
1.776,2.818,8.324,5
1.767,2.856,8.248,5
1.707,2.866,8.21,5
1.618,2.875,8.147,6
1.494,2.925,8.068,5
1.465,2.861,8.054,5
1.42,2.878,8.054,5
1.317,2.94,8.044,5
1.233,2.937,8.006,5
1.178,2.928,8.078,5
1.211,2.894,8.056,5
1.274,2.897,8.049,5
1.372,2.918,8.008,5
1.408,2.914,7.949,5
1.506,2.909,7.903,5
1.59,2.949,7.889,5
1.468,2.923,7.874,5
1.393,2.949,7.896,5
1.97,3,7.934,5
2.569,2.916,7.992,5
3.093,3.024,7.989,5
3.091,3.134,7.719,5
2.543,3.139,7.544,5
1.994,3.131,7.616,5
1.714,3.131,7.829,5
1.671,3.222,7.908,5
1.662,3.287,7.862,5
1.618,3.376,7.838,5
1.504,3.522,7.872,6
1.389,3.641,7.965,5
1.255,3.751,8.097,5
1.12,3.859,8.222,5
0.967,3.953,8.334,5
0.85,4.01,8.583,5
0.725,4.068,8.851,5
0.622,4.094,9.112,5
0.61,4.127,9.337,5
0.634,4.132,9.56,5
0.673,4.115,9.704,5
0.737,4.048,9.732,5
0.804,3.921,9.749,5
0.886,3.854,9.701,5
1.058,3.79,9.581,5
1.159,3.687,9.409,5
1.18,3.684,9.277,5
1.243,3.684,9.115,5
1.609,3.735,9.009,5
1.863,3.775,8.949,5
1.994,3.713,9.057,5
2.066,3.632,9.122,5
2.061,3.483,9.203,5
2.083,3.426,9.299,5
2.121,3.395,9.423,6
2.083,3.438,9.526,5
1.985,3.502,9.639,5
1.86,3.555,9.713,5
1.719,3.529,9.893,5
1.676,3.474,10.111,5
1.592,3.438,10.295,5
1.547,3.467,10.441,5
1.523,3.483,10.58,5
1.413,3.498,10.688,5
1.312,3.51,10.831,5
1.286,3.541,10.996,5
1.24,3.565,11.13,5
1.245,3.613,11.083,5
1.197,3.653,11.013,5
1.19,3.598,10.975,5
1.221,3.615,10.968,5
1.226,3.617,11.056,5
1.144,3.687,11.092,5
0.986,3.768,11.114,5
0.792,3.881,11.104,5
0.601,4.032,10.946,5
0.409,4.166,10.707,5
0.218,4.269,10.494,5
0.069,4.319,10.269,6
-0.068,4.348,10.134,5
-0.145,4.386,10.032,5
-0.128,4.513,9.85,5
-0.011,4.69,9.596,5
0.11,5.013,9.27,5
0.254,5.456,8.703,5
0.211,5.789,7.973,5
0.005,5.945,7.245,5
-0.27,5.935,6.761,5
-0.444,5.801,6.5,5
-0.645,5.755,6.495,5
-0.868,5.724,6.754,5
-1.136,5.698,7.094,5
-1.388,5.71,7.491,5
-1.601,5.583,7.92,5
-1.835,5.353,8.36,5
-2.003,5.078,8.803,5
-2.19,4.8,9.138,5
-2.092,4.458,10.055,5
-2.034,4.065,10.41,5
-2.046,3.735,10.541,5
-1.74,3.56,10.817,5
-1.534,3.186,11.171,5
-1.577,2.784,11.691,5
-1.56,2.521,11.928,5
-1.471,2.322,11.928,6
-1.325,2.188,11.81,5
-1.084,2.157,11.521,5
-0.77,2.255,10.8,5
-0.452,2.346,9.948,5
-0.171,2.504,9.021,5
-0.006,2.641,8.087,5
0.081,2.796,7.276,5
0.132,3.002,6.546,5
0.196,3.208,5.916,5
0.187,3.409,5.432,5
0.175,3.61,5.169,5
0.196,3.785,5.095,5
0.144,3.936,5.277,5
0.022,4.166,5.688,5
-0.107,4.307,6.402,5
-0.179,4.348,7.142,5
-0.2,4.309,7.762,5
-0.174,4.242,8.224,5
-0.109,4.166,8.691,5
-0.028,4.099,9.055,5
0.031,4.056,9.354,5
0.022,4.039,9.589,5
-0.04,3.996,9.744,5
-0.174,3.953,9.732,6
-0.332,3.921,9.608,5
-0.545,3.993,9.392,5
-0.842,4.194,9.249,5
-1.136,4.376,9.213,5
-1.476,4.597,9.285,5
-1.754,4.75,9.569,5
-1.981,4.85,9.785,5
-2.166,4.956,9.996,5
-2.319,5.004,10.24,5
-2.477,5.008,10.312,5
-2.683,4.97,10.314,5
-2.831,4.86,10.307,5
-2.738,4.69,10.237,5
-2.609,4.331,10.146,5
-2.683,3.895,10.357,5
-2.628,3.558,10.664,5
-2.309,3.265,10.893,5
-1.79,3.069,10.8,5
-1.227,3.031,10.415,5
-0.705,3.069,9.885,5
-0.305,3.026,9.208,5
-0.169,3.084,8.482,5
-0.157,3.182,7.769,5
-0.327,3.27,7.173,5
-0.203,3.483,6.684,6
0.156,3.771,6.28,5
0.409,3.96,6.024,5
0.34,4.089,5.832,5
0.124,4.257,5.645,5
0.002,4.345,5.53,5
-0.047,4.424,5.547,5
0.031,4.506,5.71,5
0.041,4.525,5.983,5
0.038,4.599,6.246,5
0.019,4.623,6.505,5
0.01,4.659,6.783,5
-0.004,4.702,7.115,5
-0.028,4.666,7.611,5
-0.088,4.637,8.14,5
-0.128,4.618,8.518,5
-0.083,4.611,8.746,5
-0.071,4.558,8.904,5
-0.047,4.503,8.83,5
-0.033,4.427,8.696,5
0.014,4.458,8.502,5
0.067,4.487,8.296,5
0.096,4.563,8.049,5
0.081,4.645,7.87,5
0.084,4.707,7.745,5
0.12,4.755,7.697,6
0.187,4.783,7.735,5
0.29,4.791,7.807,5
0.414,4.795,7.922,5
0.57,4.795,8.006,5
0.704,4.738,8.099,5
0.855,4.719,8.154,5
0.989,4.697,8.171,5
1.104,4.721,8.145,5
1.187,4.774,8.054,5
1.264,4.874,7.922,5
1.319,4.894,7.81,5
1.367,4.937,7.656,5
1.398,4.999,7.544,5
1.451,5.102,7.35,5
1.542,5.178,7.194,5
1.587,5.245,7.094,5
1.626,5.296,6.986,5
1.707,5.334,6.876,5
1.702,5.387,6.823,5
1.724,5.439,6.847,5
1.76,5.502,6.905,5
1.764,5.571,6.921,5
1.743,5.652,6.96,5
1.611,5.7,6.996,6
1.494,5.755,7.166,5
1.417,5.808,7.338,5
1.271,5.837,7.475,5
1.089,5.854,7.592,5
0.927,5.935,7.621,5
0.804,5.966,7.534,5
0.699,5.988,7.419,5
0.745,5.959,7.168,5
0.836,5.856,6.929,5
0.917,5.799,6.627,5
1.034,5.727,6.447,5
1.185,5.597,6.342,5
1.389,5.463,6.299,5
1.59,5.401,6.548,5
1.908,5.468,6.931,5
2.282,5.688,7.238,5
2.547,5.878,7.295,5
2.646,5.954,7.118,5
2.579,5.88,6.914,5
2.425,5.681,6.881,5
2.33,5.55,6.967,5
2.207,5.478,7.099,5
2.057,5.518,7.271,5
1.86,5.6,7.439,5
1.645,5.696,7.625,6
1.377,5.779,7.934,5
1.015,5.743,8.324,5
0.639,5.657,8.901,5
0.314,5.54,9.593,5
-0.018,5.356,10.326,5
-0.241,5.202,11.138,5
-0.315,5.075,11.899,5
-0.255,4.891,12.536,5
-0.119,4.68,12.986,5
0.101,4.482,13.189,5
0.333,4.271,13.046,5
0.572,4.082,12.691,5
0.778,3.902,12.117,5
0.97,3.742,11.559,5
1.125,3.67,11.063,5
1.29,3.694,10.532,5
1.434,3.711,10.027,5
1.487,3.802,9.531,5
1.535,3.912,9.028,5
1.537,4.022,8.609,5
1.544,4.115,8.21,5
1.527,4.178,7.937,5
1.523,4.242,7.683,5
1.494,4.345,7.587,5
1.472,4.374,7.508,6
1.501,4.427,7.491,5
1.537,4.47,7.455,5
1.578,4.518,7.403,5
1.568,4.542,7.386,5
1.504,4.546,7.446,5
1.436,4.592,7.616,5
1.401,4.637,7.716,5
1.36,4.618,7.886,5
1.369,4.625,8.059,5
1.458,4.522,8.245,5
1.494,4.41,8.346,5
1.278,4.592,8.636,5
1.494,4.618,8.827,5
1.688,4.604,8.772,5
1.685,4.539,8.727,5
1.705,4.448,8.605,5
1.755,4.364,8.396,5
1.762,4.309,8.265,5
1.709,4.338,8.19,5
1.645,4.34,8.114,5
1.587,4.324,8.059,5
1.444,4.343,8.049,5
1.247,4.367,8.104,5
1.073,4.362,8.274,5
0.934,4.331,8.43,6
0.754,4.317,8.607,5
0.539,4.3,8.868,5
0.414,4.259,9.088,5
0.371,4.214,9.273,5
0.397,4.139,9.455,5
0.486,4.041,9.481,5
0.63,3.989,9.433,5
0.745,3.945,9.251,5
0.883,3.888,8.923,5
0.982,3.85,8.535,5
1.068,3.814,8.152,5
1.223,3.802,7.848,5
1.369,3.749,7.484,5
1.326,3.929,7.374,5
1.489,4.07,7.328,5
1.628,4.147,7.149,5
1.676,4.161,6.953,5
1.678,4.218,6.747,5
1.645,4.312,6.572,5
1.645,4.379,6.39,5
1.654,4.475,6.218,5
1.662,4.566,6.098,5
1.664,4.649,6.031,5
1.628,4.783,6.088,5
1.671,4.879,6.189,6
1.712,4.92,6.299,5
1.75,4.982,6.373,5
1.75,4.925,6.519,5
1.843,4.874,6.665,5
1.934,4.781,6.787,5
1.946,4.745,6.996,5
1.918,4.75,7.319,5
1.891,4.762,7.692,5
1.978,4.822,7.975,5
2.018,4.791,8.193,5
1.99,4.716,8.384,5
1.93,4.671,8.526,5
1.839,4.599,8.686,5
1.827,4.525,8.897,5
1.803,4.448,9.031,5
1.82,4.455,9.189,5
1.832,4.458,9.332,5
1.846,4.458,9.426,5
1.894,4.458,9.44,5
1.978,4.408,9.546,5
2.119,4.4,9.826,5
2.253,4.369,10.187,5
2.32,4.3,10.582,5
2.473,4.18,10.884,6
2.567,3.986,11.193,5
2.569,3.878,11.418,5
2.61,3.84,11.662,5
2.734,3.78,11.913,5
2.782,3.706,12.129,5
2.78,3.708,12.196,5
2.696,3.723,12.079,5
2.768,3.5,10.958,5
2.559,3.799,11.157,5
2.011,4.139,11.427,5
1.575,4.41,11.2,5
1.334,4.74,11.004,5
1.214,5.087,10.618,5
1.144,5.301,10.063,5
1.132,5.43,9.505,5
1.166,5.502,9.028,5
1.228,5.483,8.571,5
1.276,5.423,8.284,5
1.317,5.36,8.114,5
1.357,5.269,8.111,5
1.401,5.195,8.195,5
1.504,5.107,8.248,5
1.597,5.023,8.281,5
1.769,4.882,8.26,6
1.966,4.736,8.348,5
2.124,4.633,8.487,5
2.27,4.556,8.583,5
2.382,4.52,8.605,5
2.397,4.515,8.559,5
2.37,4.527,8.403,5
2.325,4.52,8.267,5
2.277,4.506,8.207,5
2.246,4.53,8.2,5
2.255,4.534,8.301,5
2.341,4.525,8.449,5
2.234,4.712,8.442,5
2.205,5.011,8.48,5
2.332,5.447,8.396,5
2.411,5.992,8.174,5
2.306,6.419,7.951,5
2.097,6.675,7.611,5
1.841,6.761,7.283,5
1.563,6.706,6.905,5
1.245,6.529,6.502,5
0.991,6.261,6.139,5
0.706,5.928,6.019,5
0.462,5.583,6.177,5
0.306,5.224,6.641,5
0.235,4.81,7.221,6
0.203,4.35,7.858,5
0.084,3.948,8.449,5
-0.076,3.565,9.067,5
-0.186,3.134,9.622,5
-0.337,2.83,10.032,5
-0.468,2.643,10.343,5
-0.593,2.583,10.594,5
-0.662,2.54,10.858,5
-0.665,2.533,11.178,5
-0.66,2.581,11.569,5
-0.684,2.617,11.894,5
-0.634,2.653,12.047,5
-0.588,2.724,11.911,5
-0.653,2.858,11.763,5
-0.825,3.019,11.506,5
-0.926,3.215,10.889,5
-0.957,3.38,10.094,5
-0.911,3.459,9.297,5
-0.883,3.512,8.552,5
-0.839,3.548,8.032,5
-0.763,3.582,7.719,5
-0.713,3.56,7.666,5
-0.622,3.519,7.762,6
-0.578,3.507,7.939,5
-0.583,3.471,8.104,5
-0.59,3.388,8.15,5
-0.626,3.349,8.236,5
-0.701,3.316,8.401,5
-0.768,3.261,8.648,5
-0.815,3.16,9.019,5
-0.804,3.064,9.366,5
-0.835,3.016,9.747,5
-0.854,2.978,10.041,5
-0.796,2.921,10.24,5
-0.806,2.89,10.419,5
-0.753,2.882,10.568,5
-0.679,2.863,10.656,5
-0.677,2.83,10.707,5
-0.669,2.782,10.743,5
-0.607,2.727,10.795,5
-0.495,2.672,10.831,5
-0.394,2.614,10.735,5
-0.26,2.617,10.599,5
-0.167,2.583,10.398,5
-0.092,2.526,10.192,5
0.074,2.502,9.988,5
0.328,2.516,9.761,5
0.596,2.571,9.546,5
0.821,2.636,9.198,6
1.022,2.676,8.803,5
1.209,2.734,8.413,5
1.427,2.772,8.025,5
1.626,2.806,7.616,5
1.805,2.878,7.381,5
1.915,2.937,7.158,5
2.025,3.016,7,5
2.121,3.182,6.9,5
2.239,3.361,6.768,5
2.27,3.541,6.711,5
2.291,3.708,6.62,5
2.253,3.917,6.543,5
2.169,4.048,6.519,5
2.119,4.182,6.567,5
2.023,4.305,6.646,5
1.927,4.443,6.718,5
1.793,4.542,6.833,5
1.65,4.575,6.969,5
1.527,4.57,7.135,5
1.432,4.503,7.314,5
1.341,4.443,7.496,5
1.302,4.36,7.633,5
1.286,4.34,7.862,5
1.314,4.235,7.994,6
1.341,4.142,8.126,5
1.381,4.058,8.226,5
1.381,3.984,8.38,5
1.334,3.9,8.485,5
1.286,3.876,8.571,5
1.307,3.85,8.607,5
1.384,3.807,8.662,5
1.391,3.799,8.736,5
1.403,3.79,8.784,5
1.484,3.766,8.799,5
1.537,3.766,8.81,5
1.611,3.737,8.825,5
1.673,3.716,8.827,5
1.748,3.735,8.83,5
1.846,3.759,8.767,5
1.956,3.78,8.727,5
2.023,3.828,8.791,5
2.025,3.881,8.763,5
2.054,3.933,8.743,5
2.081,4,8.739,5
2.119,4.063,8.631,5
2.133,4.101,8.535,5
2.191,4.163,8.504,5
2.164,4.249,8.432,5
2.119,4.336,8.329,6
2.126,4.463,8.231,5
2.083,4.558,8.111,5
2.025,4.635,8.037,5
1.946,4.704,7.951,5
1.846,4.728,7.862,5
1.784,4.728,7.848,5
1.683,4.755,7.953,5
1.554,4.774,8.152,5
1.42,4.793,8.348,5
1.257,4.812,8.573,5
1.073,4.803,8.866,5
0.924,4.762,9.098,5
0.776,4.74,9.306,5
0.656,4.709,9.591,5
0.658,4.688,9.893,5
0.778,4.728,10.223,5
0.977,4.846,10.57,5
1.18,5.028,10.812,5
1.305,5.169,10.819,5
1.35,5.226,10.654,5
1.334,5.14,10.436,5
1.283,4.987,10.151,5
1.18,4.85,9.864,5
1.123,4.788,9.579,6
1.097,4.786,9.287,5
1.097,4.728,8.973,5
1.041,4.697,8.715,5
0.967,4.645,8.612,5
0.862,4.527,8.722,5
0.711,4.35,9.081,5
0.637,4.087,9.622,5
0.658,3.783,10.235,5
0.735,3.479,10.905,5
0.903,3.172,11.564,5
1.075,2.842,12.057,5
1.176,2.602,12.488,5
1.353,2.401,12.83,5
1.46,2.2,13.031,5
1.458,2.044,13.163,5
1.393,1.985,13.242,5
1.25,1.98,13.156,5
1.125,2.018,12.902,5
1.037,2.061,12.514,5
0.986,2.147,12.031,5
0.979,2.258,11.437,5
1.037,2.351,10.776,5
1.12,2.394,10.139,5
1.211,2.451,9.55,5
1.338,2.456,8.988,6
1.427,2.495,8.449,5
1.568,2.571,7.965,5
1.669,2.674,7.551,5
1.808,2.767,7.194,5
1.961,2.803,6.823,5
2.081,2.815,6.486,5
2.258,2.722,6.256,5
2.447,2.662,6.143,5
2.65,2.621,6.158,5
2.806,2.602,6.265,5
3.002,2.552,6.51,5
3.256,2.471,6.977,5
3.558,2.404,7.527,5
3.807,2.377,8.14,5
3.979,2.394,8.866,5
4.113,2.454,9.56,5
4.178,2.562,10.276,5
4.151,2.696,11.032,5
3.979,2.794,11.753,5
3.725,2.801,12.397,5
3.385,2.727,12.864,5
2.971,2.705,13.07,5
2.574,2.679,13.154,5
2.198,2.674,13.072,5
1.824,2.729,12.814,6
1.554,2.835,12.428,5
1.317,2.899,11.956,5
1.097,3.038,11.427,5
0.874,3.158,10.905,5
0.682,3.201,10.434,5
0.519,3.222,10.072,5
0.4,3.256,9.713,5
0.316,3.261,9.392,5
0.266,3.268,9.16,5
0.249,3.23,8.964,5
0.278,3.239,8.81,5
0.33,3.23,8.672,5
0.429,3.189,8.53,5
0.553,3.143,8.43,5
0.666,3.098,8.377,5
0.812,3.072,8.238,5
0.991,3.067,8.154,5
1.101,3.05,8.008,5
1.18,3.11,7.865,5
1.24,3.184,7.738,5
1.209,3.256,7.568,5
1.192,3.397,7.357,5
1.156,3.536,7.214,5
1.128,3.651,7.01,5
1.108,3.79,6.819,6
1.056,3.907,6.567,5
1.02,4.022,6.342,5
1.01,4.115,6.177,5
1.056,4.269,6.055,5
1.068,4.386,6,5
1.082,4.463,6.033,5
1.063,4.513,6.091,5
1.07,4.597,6.076,5
1.053,4.654,6.091,5
1.075,4.712,6.124,5
1.097,4.733,6.218,5
1.085,4.8,6.313,5
1.039,4.867,6.512,5
0.9,4.941,6.799,5
0.558,4.996,7.125,5
0.223,5.114,7.503,5
-0.023,5.236,7.929,5
-0.274,5.315,8.255,5
-0.538,5.42,8.468,5
-0.921,5.55,8.609,5
-1.258,5.688,8.645,5
-1.548,5.794,8.609,5
-1.668,5.806,8.365,5
-1.627,5.784,8.102,5
-1.388,5.696,7.769,6
-1.041,5.533,7.357,5
-0.531,5.327,7.065,5
-0.028,5.14,6.785,5
0.531,4.932,6.598,5
1.073,4.688,6.577,5
1.504,4.436,6.725,5
1.812,4.199,7.012,5
2.049,4.063,7.455,5
2.296,4.032,7.858,5
2.521,3.981,8.265,5
2.674,3.979,8.514,5
2.739,4.008,8.686,5
2.681,4.02,8.858,5
2.533,4.012,9.007,5
2.416,4.084,9.182,5
2.236,4.182,9.371,5
2.061,4.257,9.562,5
1.949,4.283,9.608,5
1.896,4.312,9.541,5
1.911,4.257,9.462,5
1.968,4.175,9.318,5
1.949,4.068,9.237,5
1.951,4.022,9.172,5
1.961,4.029,9.064,6
1.973,4.032,8.988,5
1.975,4.075,9.014,5
1.956,4.111,9.016,5
1.961,4.099,9.048,5
1.961,4.101,9.086,5
1.853,4.123,9.162,5
1.671,4.149,9.246,5
1.532,4.139,9.373,5
1.458,4.135,9.522,5
1.446,4.159,9.684,5
1.48,4.101,9.766,5
1.539,4.048,9.862,5
1.556,4.005,9.931,5
1.642,4.041,10.051,5
1.932,4.235,10.199,5
2.397,4.58,10.166,5
2.839,5.037,9.792,5
2.964,5.437,9.313,5
2.794,5.497,8.945,5
2.497,5.427,8.882,5
2.085,5.26,9.095,5
1.745,5.087,9.361,5
1.504,5.073,9.507,5
1.276,5.109,9.656,6
1.068,5.164,9.739,5
0.807,5.25,9.881,5
0.5,5.181,10.096,5
0.182,5.016,10.362,5
-0.057,4.7,10.7,5
-0.188,4.338,11.068,5
-0.31,3.967,11.281,5
-0.25,3.582,11.356,5
-0.126,3.237,11.396,5
0.041,2.887,11.245,5
0.208,2.688,10.97,5
0.285,2.468,10.68,5
0.421,2.277,10.391,5
0.515,2.095,10.067,5
0.603,2.023,9.799,5
0.692,2.032,9.56,5
0.809,2.09,9.316,5
0.936,2.269,9.117,5
1.089,2.43,8.906,5
1.202,2.617,8.631,5
1.295,2.801,8.272,5
1.372,2.959,7.898,5
1.475,3.119,7.484,5
1.525,3.287,7.103,6
1.571,3.426,6.902,5
1.614,3.5,6.768,5
1.645,3.649,6.684,5
1.702,3.704,6.732,5
1.743,3.771,6.83,5
1.853,3.778,6.924,5
1.889,3.802,7.029,5
1.918,3.912,7.118,5
1.949,4.01,7.261,5
1.99,4.127,7.424,5
2.006,4.269,7.64,5
1.985,4.381,7.759,5
1.918,4.501,7.75,5
1.772,4.606,7.719,5
1.609,4.74,7.673,5
1.369,4.848,7.635,5
1.056,4.934,7.537,5
0.625,5.056,7.542,5
0.16,5.147,7.589,5
-0.203,5.212,7.779,5
-0.507,5.229,8.061,5
-0.72,5.243,8.38,5
-0.818,5.176,8.698,5
-0.811,5.078,8.964,5
-0.708,4.934,9.229,6
-0.521,4.786,9.447,5
-0.296,4.611,9.589,5
-0.028,4.345,9.634,5
0.223,4.111,9.646,5
0.558,3.914,9.603,5
0.838,3.766,9.471,5
1.099,3.699,9.306,5
1.31,3.605,9.105,5
1.477,3.546,8.868,5
1.633,3.548,8.59,5
1.822,3.536,8.257,5
1.98,3.558,7.958,5
2.069,3.589,7.68,5
2.126,3.61,7.501,5
2.107,3.656,7.372,5
2.09,3.751,7.24,5
2.081,3.807,7.123,5
1.944,3.862,7.06,5
1.834,3.991,6.977,5
1.719,4.099,6.953,5
1.594,4.216,7.022,5
