sensorspeed,units,gravity,Accuracy
0.843,0.045,9.806,5
0.807,0.096,9.759,5
0.814,0.093,9.739,5
0.788,0.108,9.792,5
0.8,0.081,9.79,5
0.838,0.081,9.792,5
0.833,0.079,9.761,5
0.845,0.086,9.768,5
0.802,0.096,9.756,5
0.826,0.079,9.783,5
0.84,0.115,9.775,5
0.826,0.057,9.783,5
0.816,0.093,9.773,5
0.828,0.057,9.806,5
0.845,0.093,9.768,5
0.826,0.069,9.763,5
0.807,0.045,9.814,6
0.771,0.045,9.771,5
0.84,0.043,9.795,5
0.869,0.081,9.806,5
0.831,0.079,9.732,5
0.778,0.096,9.682,5
0.833,0.1,9.802,5
0.862,0.084,9.888,5
0.857,0.052,9.761,5
0.833,0.088,9.73,5
0.816,0.079,9.809,5
0.828,0.045,9.773,5
0.785,0.069,9.766,5
0.785,0.091,9.773,5
0.797,0.067,9.795,5
0.852,0.036,9.84,5
0.807,0.072,9.768,5
0.824,0.074,9.723,5
0.792,0.067,9.787,5
0.8,0.05,9.833,5
0.828,0.088,9.799,5
0.816,0.05,9.744,5
0.812,0.079,9.771,5
0.84,0.086,9.749,6
0.848,0.064,9.826,5
0.814,0.088,9.78,5
0.845,0.081,9.754,5
0.812,0.093,9.771,5
0.819,0.048,9.795,5
0.838,0.069,9.773,5
0.843,0.033,9.804,5
0.809,0.093,9.737,5
0.792,0.086,9.778,5
0.845,0.055,9.795,5
0.828,0.069,9.814,5
0.831,0.076,9.818,5
0.768,0.069,9.742,5
0.807,0.036,9.804,5
0.797,0.048,9.773,5
0.804,0.062,9.775,5
0.807,0.1,9.756,5
0.831,0.06,9.797,5
0.836,0.05,9.783,5
0.836,0.069,9.768,5
0.831,0.11,9.775,5
0.802,0.055,9.756,5
0.838,0.074,9.804,5
0.831,0.052,9.761,6
0.845,0.086,9.73,5
0.831,0.098,9.718,5
0.802,0.052,9.802,5
0.831,0.069,9.835,5
0.821,0.084,9.771,5
0.819,0.105,9.751,5
0.807,0.093,9.799,5
0.809,0.088,9.806,5
0.824,0.062,9.79,5
0.838,0.074,9.814,5
0.807,0.081,9.744,5
0.816,0.062,9.783,5
0.812,0.079,9.785,5
0.809,0.062,9.806,5
0.785,0.096,9.785,5
0.819,0.057,9.763,5
0.843,0.069,9.799,5
0.809,0.086,9.811,5
0.824,0.052,9.787,5
0.812,0.096,9.754,5
0.836,0.062,9.795,5
0.819,0.057,9.775,5
0.816,0.067,9.84,6
0.828,0.079,9.742,5
0.814,0.06,9.756,5
0.828,0.088,9.818,5
0.838,0.043,9.783,5
0.826,0.086,9.773,5
0.809,0.079,9.795,5
0.812,0.064,9.799,5
0.809,0.115,9.787,5
0.824,0.067,9.787,5
0.792,0.064,9.747,5
0.848,0.062,9.795,5
0.828,0.081,9.787,5
0.809,0.076,9.797,5
0.819,0.091,9.785,5
0.848,0.072,9.763,5
0.836,0.06,9.778,5
0.807,0.108,9.775,5
0.831,0.086,9.823,5
0.797,0.079,9.797,5
0.833,0.091,9.737,5
0.792,0.081,9.727,5
0.845,0.062,9.766,5
0.836,0.064,9.814,5
0.797,0.074,9.775,6
0.819,0.091,9.79,5
0.814,0.081,9.759,5
0.809,0.072,9.727,5
0.821,0.091,9.763,5
0.826,0.088,9.79,5
0.812,0.093,9.756,5
0.819,0.069,9.814,5
0.802,0.081,9.778,5
0.828,0.064,9.759,5
0.816,0.067,9.735,5
0.828,0.067,9.773,5
0.838,0.088,9.792,5
0.843,0.074,9.771,5
0.857,0.076,9.751,5
0.864,0.055,9.773,5
0.848,0.074,9.797,5
0.852,0.072,9.775,5
0.852,0.074,9.78,5
0.821,0.103,9.759,5
0.833,0.081,9.768,5
0.8,0.096,9.799,5
0.809,0.062,9.804,5
0.807,0.093,9.754,5
0.752,0.072,9.78,6
0.795,0.072,9.79,5
0.747,0.069,9.802,5
0.742,0.055,9.804,5
0.759,0.096,9.795,5
0.776,0.048,9.761,5
0.752,0.081,9.797,5
0.778,0.081,9.792,5
0.809,0.1,9.747,5
0.831,0.06,9.785,5
0.824,0.081,9.737,5
0.821,0.064,9.763,5
0.833,0.079,9.785,5
0.816,0.11,9.754,5
0.881,0.079,9.763,5
0.833,0.081,9.775,5
0.816,0.1,9.814,5
0.838,0.103,9.763,5
0.857,0.069,9.754,5
0.831,0.091,9.804,5
0.809,0.072,9.792,5
0.807,0.064,9.826,5
0.816,0.045,9.823,5
0.886,0.1,9.783,6
0.826,0.091,9.759,5
0.788,0.086,9.787,5
0.802,0.108,9.771,5
0.848,0.057,9.847,5
0.809,0.096,9.809,5
0.795,0.072,9.735,5
0.8,0.052,9.778,5
0.838,0.038,9.821,5
0.819,0.069,9.804,5
0.833,0.098,9.742,5
0.836,0.088,9.72,5
0.843,0.074,9.747,5
0.859,0.091,9.869,5
0.821,0.091,9.821,5
0.838,0.064,9.763,5
0.814,0.079,9.802,5
0.859,0.069,9.778,5
0.845,0.069,9.701,5
0.833,0.064,9.739,5
0.85,0.074,9.838,5
0.792,0.029,9.866,5
0.819,0.069,9.739,5
0.843,0.057,9.632,5
0.855,0.052,9.826,6
0.826,0.091,9.754,5
0.833,0.048,9.742,5
0.807,0.084,9.771,5
0.826,0.081,9.809,5
0.812,0.098,9.778,5
0.814,0.105,9.759,5
0.797,0.067,9.785,5
0.785,0.069,9.785,5
0.816,0.064,9.775,5
0.802,0.067,9.795,5
0.816,0.091,9.84,5
0.816,0.067,9.818,5
0.828,0.062,9.792,5
0.852,0.057,9.756,5
0.857,0.052,9.749,5
0.84,0.091,9.72,5
0.836,0.076,9.778,5
0.859,0.084,9.771,5
0.812,0.072,9.795,5
0.848,0.081,9.826,5
0.828,0.086,9.787,5
0.845,0.074,9.78,5
0.828,0.072,9.749,5
0.836,0.057,9.732,6
0.809,0.108,9.747,5
0.809,0.076,9.787,5
0.802,0.088,9.816,5
0.802,0.062,9.809,5
0.821,0.069,9.806,5
0.824,0.074,9.737,5
0.836,0.072,9.749,5
0.826,0.1,9.785,5
0.814,0.081,9.785,5
0.807,0.062,9.78,5
0.84,0.055,9.775,5
0.833,0.088,9.792,5
0.84,0.062,9.821,5
0.831,0.086,9.78,5
0.824,0.055,9.749,5
0.852,0.084,9.79,5
0.843,0.04,9.785,5
0.845,0.081,9.809,5
0.809,0.074,9.783,5
0.843,0.055,9.744,5
0.826,0.072,9.759,5
0.778,0.045,9.823,5
0.812,0.086,9.773,6
0.776,0.088,9.763,5
0.816,0.103,9.773,5
0.812,0.1,9.773,5
0.797,0.108,9.785,5
0.792,0.1,9.823,5
0.819,0.06,9.797,5
0.836,0.079,9.742,5
0.836,0.06,9.761,5
0.804,0.06,9.778,5
0.826,0.072,9.802,5
0.831,0.122,9.751,5
0.85,0.069,9.818,5
0.836,0.1,9.814,5
0.843,0.088,9.787,5
0.859,0.081,9.723,5
0.855,0.048,9.727,5
0.809,0.055,9.809,5
0.814,0.1,9.816,5
0.843,0.079,9.79,5
0.826,0.069,9.775,5
0.831,0.052,9.759,5
0.831,0.096,9.742,5
0.809,0.045,9.818,5
0.833,0.088,9.768,6
0.795,0.098,9.747,5
0.814,0.076,9.806,5
0.754,0.079,9.818,5
0.807,0.1,9.816,5
0.804,0.074,9.792,5
0.807,0.069,9.797,5
0.771,0.064,9.783,5
0.802,0.081,9.783,5
0.792,0.084,9.806,5
0.812,0.079,9.787,5
0.828,0.074,9.744,5
0.783,0.081,9.787,5
0.816,0.079,9.778,5
0.816,0.096,9.742,5
0.831,0.086,9.806,5
0.814,0.045,9.795,5
0.855,0.04,9.759,5
0.833,0.127,9.78,5
0.871,0.069,9.833,5
0.848,0.072,9.718,5
0.869,0.072,9.72,5
0.848,0.076,9.773,5
0.869,0.062,9.816,6
0.876,0.093,9.811,5
0.845,0.093,9.785,5
0.852,0.076,9.771,5
0.855,0.062,9.754,5
0.85,0.062,9.792,5
0.828,0.084,9.744,5
0.819,0.038,9.756,5
0.797,0.084,9.804,5
0.814,0.076,9.835,5
0.824,0.091,9.792,5
0.816,0.045,9.802,5
0.792,0.057,9.79,5
0.783,0.064,9.751,5
0.84,0.105,9.766,5
0.788,0.093,9.79,5
0.807,0.084,9.787,5
0.785,0.096,9.756,5
0.804,0.088,9.785,5
0.795,0.081,9.797,5
0.792,0.05,9.785,5
0.826,0.064,9.768,5
0.826,0.084,9.754,5
0.836,0.086,9.744,5
0.828,0.064,9.775,6
0.838,0.06,9.787,5
0.795,0.079,9.821,5
0.828,0.064,9.818,5
0.804,0.081,9.756,5
0.809,0.055,9.778,5
0.809,0.043,9.775,5
0.8,0.074,9.816,5
0.819,0.064,9.79,5
0.833,0.057,9.787,5
0.843,0.069,9.835,5
0.795,0.06,9.797,5
0.838,0.055,9.763,5
0.845,0.098,9.672,5
0.826,0.055,9.775,5
0.792,0.084,9.857,5
0.833,0.069,9.869,5
0.848,0.069,9.811,5
0.84,0.057,9.763,5
0.797,0.076,9.759,5
0.795,0.084,9.749,5
0.84,0.081,9.735,5
0.792,0.098,9.749,5
0.802,0.069,9.802,6
0.826,0.076,9.804,5
0.862,0.06,9.806,5
0.826,0.069,9.787,5
0.838,0.062,9.749,5
0.883,0.086,9.79,5
0.85,0.04,9.773,5
0.84,0.084,9.763,5
0.812,0.086,9.787,5
0.855,0.076,9.821,5
0.831,0.069,9.797,5
0.826,0.052,9.821,5
0.802,0.079,9.768,5
0.816,0.062,9.756,5
0.843,0.086,9.787,5
0.859,0.045,9.809,5
0.824,0.072,9.773,5
0.826,0.091,9.737,5
0.824,0.067,9.749,5
0.833,0.067,9.761,5
0.831,0.074,9.802,5
0.773,0.084,9.78,5
0.828,0.062,9.768,5
0.761,0.081,9.809,5
0.79,0.069,9.835,6
0.812,0.076,9.775,5
0.771,0.062,9.811,5
0.79,0.088,9.747,5
0.797,0.052,9.718,5
0.79,0.057,9.763,5
0.78,0.062,9.833,5
0.792,0.072,9.847,5
0.78,0.076,9.818,5
0.836,0.076,9.79,5
0.814,0.093,9.768,5
0.824,0.081,9.773,5
0.824,0.079,9.775,5
0.843,0.064,9.799,5
0.867,0.084,9.821,5
0.85,0.069,9.797,5
0.855,0.086,9.802,5
0.857,0.072,9.763,5
0.859,0.06,9.787,5
0.84,0.081,9.783,5
0.871,0.098,9.799,5
0.821,0.112,9.744,5
0.862,0.06,9.811,5
0.828,0.076,9.799,5
0.828,0.079,9.838,6
0.84,0.115,9.83,5
0.826,0.093,9.778,5
0.788,0.06,9.754,5
0.792,0.081,9.785,5
0.802,0.067,9.816,5
0.778,0.084,9.821,5
0.821,0.06,9.785,5
0.816,0.057,9.761,5
0.812,0.067,9.773,5
0.788,0.086,9.775,5
0.819,0.055,9.766,5
0.8,0.062,9.737,5
0.795,0.079,9.79,5
0.836,0.086,9.768,5
0.848,0.067,9.754,5
0.809,0.057,9.797,5
0.78,0.074,9.773,5
0.797,0.057,9.718,5
0.766,0.076,9.72,5
0.836,0.072,9.773,5
0.807,0.098,9.766,5
0.785,0.069,9.826,5
0.814,0.096,9.799,6
0.792,0.055,9.749,5
0.819,0.06,9.79,5
0.828,0.062,9.768,5
0.845,0.04,9.778,5
0.836,0.079,9.739,5
0.838,0.072,9.747,5
0.845,0.096,9.773,5
0.855,0.086,9.816,5
0.826,0.057,9.823,5
0.85,0.038,9.775,5
0.838,0.122,9.701,5
0.857,0.086,9.706,5
0.874,0.021,9.811,5
0.828,0.038,9.859,5
0.836,0.072,9.85,5
0.826,0.11,9.747,5
0.874,0.045,9.711,5
0.809,0.029,9.79,5
0.828,0.05,9.809,5
0.871,0.096,9.756,5
0.814,0.076,9.747,5
0.819,0.052,9.72,5
0.814,0.057,9.787,5
0.824,0.086,9.847,6
0.797,0.103,9.761,5
0.828,0.057,9.778,5
0.802,0.06,9.795,5
0.807,0.038,9.763,5
0.804,0.062,9.751,5
0.809,0.074,9.818,5
0.788,0.072,9.768,5
0.833,0.057,9.79,5
0.826,0.086,9.797,5
0.828,0.115,9.751,5
0.836,0.081,9.802,5
0.802,0.064,9.79,5
0.812,0.055,9.792,5
0.826,0.045,9.739,5
0.812,0.043,9.756,5
0.78,0.091,9.809,5
0.8,0.057,9.83,5
0.795,0.115,9.78,5
0.783,0.072,9.759,5
0.821,0.091,9.723,5
0.785,0.1,9.742,5
0.778,0.033,9.814,5
0.802,0.038,9.795,6
0.824,0.05,9.79,5
0.788,0.091,9.775,5
0.836,0.055,9.79,5
0.848,0.081,9.742,5
0.883,0.093,9.751,5
0.876,0.105,9.78,5
0.85,0.079,9.821,5
0.871,0.057,9.751,5
0.895,0.055,9.737,5
0.893,0.072,9.775,5
0.862,0.091,9.756,5
0.867,0.084,9.79,5
0.836,0.079,9.823,5
0.898,0.052,9.814,5
0.855,0.074,9.744,5
0.79,0.04,9.759,5
0.816,0.084,9.759,5
0.809,0.081,9.785,5
0.773,0.098,9.747,5
0.745,0.086,9.766,5
0.745,0.029,9.799,5
0.723,0.079,9.809,5
0.766,0.1,9.821,6
0.747,0.062,9.761,5
0.752,0.06,9.744,5
0.764,0.064,9.744,5
0.776,0.084,9.833,5
0.802,0.067,9.797,5
0.778,0.103,9.773,5
0.8,0.105,9.742,5
0.809,0.069,9.783,5
0.888,0.067,9.806,5
0.867,0.062,9.759,5
0.879,0.05,9.749,5
0.898,0.093,9.826,5
0.895,0.067,9.838,5
0.876,0.098,9.763,5
0.922,0.052,9.725,5
0.903,0.079,9.751,5
0.859,0.076,9.826,5
0.859,0.096,9.795,5
0.816,0.117,9.766,5
0.871,0.191,9.797,5
0.838,0.275,9.754,5
0.802,0.148,9.809,5
0.737,-0.119,9.821,5
0.752,-0.322,9.85,6
0.783,-0.248,9.809,5
0.845,-0.083,9.658,5
0.828,0.215,9.557,5
0.816,0.313,9.699,5
0.797,0.318,9.907,5
0.788,0.27,10.01,5
0.845,0.139,9.969,5
0.85,0.033,9.768,5
0.874,-0.107,9.687,5
0.874,-0.157,9.699,5
0.833,-0.121,9.663,5
0.85,0.069,9.648,5
0.881,0.206,9.768,5
0.883,0.282,9.907,5
0.828,0.194,9.897,5
0.855,0.074,9.881,5
0.797,-0.045,9.766,5
0.814,-0.107,9.711,5
0.761,-0.021,9.668,5
0.778,0.052,9.632,5
0.768,0.141,9.708,5
0.804,0.175,9.933,5
0.757,0.172,9.969,5
0.737,0.105,9.866,6
0.766,0.076,9.797,5
0.768,0.005,9.68,5
0.828,-0.033,9.701,5
0.855,-0.002,9.684,5
0.831,0.067,9.727,5
0.85,0.11,9.811,5
0.898,0.155,9.905,5
0.881,0.148,9.869,5
0.903,0.105,9.838,5
0.881,0.045,9.763,5
0.915,-0.009,9.72,5
0.871,-0.006,9.704,5
0.836,0.014,9.739,5
0.864,0.088,9.792,5
0.821,0.122,9.811,5
0.836,0.108,9.85,5
0.816,0.117,9.838,5
0.809,0.074,9.785,5
0.764,0.06,9.742,5
0.752,0.007,9.727,5
0.766,0.043,9.766,5
0.757,0.05,9.778,5
0.776,0.098,9.771,6
0.783,0.103,9.828,5
0.8,0.136,9.842,5
0.845,0.11,9.766,5
0.864,0.086,9.771,5
0.859,0.055,9.771,5
0.862,0.033,9.797,5
0.883,0.052,9.771,5
0.907,0.055,9.756,5
0.874,0.062,9.78,5
0.85,0.086,9.806,5
0.831,0.108,9.799,5
0.879,0.112,9.79,5
0.857,0.057,9.787,5
0.792,0.045,9.763,5
0.809,0,9.763,5
0.766,0.031,9.737,5
0.764,0.05,9.78,5
0.747,0.103,9.811,5
0.737,0.076,9.845,5
0.788,0.074,9.818,5
0.757,0.081,9.818,5
0.728,0.096,9.78,5
0.745,0.05,9.739,5
0.792,0.045,9.787,6
0.776,0.098,9.799,5
0.814,0.103,9.783,5
0.845,0.103,9.821,5
0.838,0.093,9.809,5
0.814,0.074,9.795,5
0.855,0.06,9.766,5
0.862,0.064,9.751,5
0.845,0.04,9.783,5
0.869,0.074,9.795,5
0.836,0.076,9.773,5
0.881,0.062,9.795,5
0.836,0.084,9.785,5
0.831,0.052,9.847,5
0.833,0.06,9.804,5
0.871,0.04,9.747,5
0.848,0.057,9.737,5
0.852,0.055,9.761,5
0.838,0.076,9.773,5
0.79,0.057,9.818,5
0.78,0.098,9.792,5
0.788,0.076,9.778,5
0.807,0.088,9.792,5
0.802,0.105,9.751,6
0.833,0.084,9.756,5
0.819,0.064,9.754,5
0.804,0.05,9.79,5
0.797,0.081,9.795,5
0.819,0.052,9.773,5
0.836,0.11,9.785,5
0.814,0.057,9.773,5
0.831,0.052,9.754,5
0.802,0.076,9.737,5
0.824,0.072,9.766,5
0.85,0.081,9.797,5
0.845,0.081,9.751,5
0.821,0.062,9.761,5
0.845,0.062,9.823,5
0.809,0.091,9.804,5
0.795,0.064,9.766,5
0.812,0.096,9.768,5
0.79,0.084,9.818,5
0.819,0.076,9.799,5
0.807,0.076,9.771,5
0.824,0.04,9.783,5
0.792,0.086,9.763,5
0.864,0.069,9.771,5
0.848,0.108,9.756,6
0.886,0.1,9.761,5
0.859,0.06,9.78,5
0.852,0.067,9.778,5
0.862,0.062,9.766,5
0.867,0.088,9.751,5
0.881,0.064,9.787,5
0.883,0.086,9.763,5
0.888,0.079,9.804,5
0.874,0.045,9.78,5
0.9,0.064,9.773,5
0.867,0.088,9.773,5
0.857,0.079,9.806,5
0.84,0.081,9.768,5
0.857,0.038,9.778,5
0.848,0.052,9.768,5
0.845,0.072,9.79,5
0.797,0.088,9.787,5
0.745,0.067,9.773,5
0.759,0.072,9.747,5
0.757,0.091,9.833,5
0.704,0.06,9.859,5
0.634,0.103,9.766,5
0.678,0.091,9.67,5
0.713,0.091,9.663,6
0.73,0.038,9.833,5
0.776,0.062,9.945,5
0.742,0.115,9.864,5
0.785,0.079,9.828,5
0.742,0.064,9.672,5
0.78,0.043,9.684,5
0.79,0.05,9.763,5
0.852,0.1,9.79,5
0.867,0.115,9.823,5
0.867,0.06,9.847,5
0.857,0.057,9.814,5
0.845,0.069,9.78,5
0.831,0.069,9.739,5
0.843,0.081,9.735,5
0.895,0.072,9.809,5
0.864,0.06,9.795,5
0.886,0.091,9.84,5
0.807,0.1,9.809,5
0.814,0.084,9.78,5
0.795,0.096,9.806,5
0.852,0.074,9.811,5
0.848,0.076,9.783,5
0.833,0.062,9.744,5
0.831,0.06,9.778,6
0.797,0.055,9.792,5
0.826,0.086,9.814,5
0.812,0.079,9.783,5
0.843,0.088,9.768,5
0.807,0.067,9.761,5
0.848,0.05,9.773,5
0.819,0.093,9.792,5
0.831,0.057,9.763,5
0.84,0.055,9.775,5
0.828,0.052,9.787,5
0.855,0.093,9.787,5
0.824,0.108,9.768,5
0.828,0.074,9.79,5
0.785,0.091,9.754,5
0.831,0.084,9.785,5
0.8,0.069,9.766,5
0.797,0.055,9.751,5
0.8,0.084,9.766,5
0.812,0.05,9.806,5
0.826,0.103,9.783,5
0.797,0.086,9.797,5
0.84,0.086,9.768,5
0.792,0.091,9.809,5
0.826,0.103,9.795,6
0.812,0.081,9.759,5
0.826,0.057,9.742,5
0.84,0.064,9.768,5
0.855,0.064,9.797,5
0.831,0.093,9.79,5
0.855,0.098,9.795,5
0.883,0.096,9.766,5
0.876,0.057,9.766,5
0.886,0.064,9.816,5
0.862,0.048,9.778,5
0.886,0.076,9.811,5
0.85,0.081,9.783,5
0.869,0.029,9.773,5
0.845,0.072,9.773,5
0.836,0.062,9.787,5
0.824,0.076,9.79,5
0.79,0.055,9.799,5
0.778,0.081,9.775,5
0.728,0.05,9.778,5
0.737,0.117,9.727,5
0.773,0.06,9.751,5
0.759,0.076,9.754,5
0.733,0.084,9.802,5
0.759,0.067,9.802,6
0.749,0.093,9.785,5
0.78,0.093,9.773,5
0.759,0.069,9.787,5
0.776,0.055,9.799,5
0.833,0.088,9.78,5
0.792,0.05,9.771,5
0.821,0.048,9.814,5
0.819,0.067,9.818,5
0.824,0.093,9.811,5
0.804,0.062,9.842,5
0.838,0.076,9.806,5
0.855,0.05,9.751,5
0.864,0.043,9.744,5
0.859,0.043,9.747,5
0.862,0.045,9.754,5
0.874,0.084,9.809,5
0.883,0.105,9.773,5
0.886,0.081,9.792,5
0.855,0.055,9.823,5
0.881,0.067,9.783,5
0.895,0.05,9.766,5
0.886,0.057,9.756,5
0.848,0.064,9.756,5
0.871,0.026,9.809,6
0.84,0.074,9.795,5
0.843,0.048,9.792,5
0.843,0.074,9.814,5
0.845,0.112,9.787,5
0.859,0.1,9.78,5
0.836,0.04,9.761,5
0.831,0.019,9.756,5
0.804,0.105,9.783,5
0.843,0.067,9.821,5
0.809,0.076,9.828,5
0.826,0.045,9.809,5
0.797,0.1,9.792,5
0.776,0.103,9.763,5
0.778,0.069,9.766,5
0.785,0.064,9.773,5
0.79,0.086,9.809,5
0.792,0.084,9.785,5
0.821,0.055,9.785,5
0.792,0.062,9.766,5
0.795,0.062,9.785,5
0.776,0.1,9.811,5
0.812,0.072,9.754,5
0.838,0.086,9.732,5
0.826,0.06,9.811,5
0.843,0.084,9.821,6
0.819,0.081,9.809,5
0.848,0.081,9.732,5
0.836,0.091,9.754,5
0.879,0.074,9.747,5
0.864,0.079,9.747,5
0.864,0.062,9.778,5
0.867,0.088,9.759,5
0.864,0.086,9.806,5
0.888,0.081,9.821,5
0.867,0.045,9.826,5
0.893,0.076,9.747,5
0.833,0.04,9.749,5
0.828,0.05,9.79,5
0.804,0.055,9.816,5
0.809,0.067,9.763,5
0.792,0.06,9.737,5
0.795,0.069,9.826,5
0.826,0.055,9.845,5
0.809,0.05,9.806,5
0.785,0.06,9.73,5
0.816,0.048,9.716,5
0.833,0.069,9.809,5
0.776,0.096,9.809,5
0.78,0.064,9.783,6
0.824,0.096,9.72,5
0.859,0.108,9.806,5
0.807,0.076,9.799,5
0.843,0.064,9.787,5
0.871,0.076,9.806,5
0.91,0.067,9.799,5
0.857,0.067,9.744,5
0.843,0.06,9.787,5
0.857,0.086,9.766,5
0.891,0.086,9.828,5
0.845,0.074,9.809,5
0.804,0.06,9.747,5
0.814,0.036,9.785,5
0.814,0.076,9.787,5
0.819,0.079,9.768,5
0.802,0.108,9.761,5
0.8,0.064,9.787,5
0.79,0.074,9.804,5
0.792,0.067,9.811,5
0.783,0.086,9.775,5
0.778,0.062,9.773,5
0.802,0.05,9.828,5
0.776,0.091,9.818,5
0.819,0.093,9.785,6
0.807,0.119,9.751,5
0.843,0.084,9.795,5
0.795,0.067,9.783,5
0.843,0.043,9.792,5
0.862,0.091,9.773,5
0.843,0.069,9.751,5
0.874,0.079,9.759,5
0.848,0.045,9.806,5
0.855,0.117,9.797,5
0.855,0.1,9.739,5
0.852,0.088,9.756,5
0.833,0.074,9.804,5
0.807,0.06,9.792,5
0.819,0.072,9.744,5
0.881,0.072,9.787,5
0.852,0.103,9.775,5
0.788,0.067,9.799,5
0.807,0.108,9.799,5
0.783,0.084,9.761,5
0.816,0.086,9.756,5
0.757,0.088,9.778,5
0.809,0.079,9.804,5
0.824,0.098,9.804,5
0.828,0.067,9.809,6
0.812,0.091,9.771,5
0.797,0.057,9.775,5
0.845,0.093,9.754,5
0.859,0.091,9.754,5
0.85,0.091,9.818,5
0.836,0.045,9.79,5
0.852,0.026,9.763,5
0.855,0.086,9.759,5
0.855,0.103,9.778,5
0.828,0.11,9.792,5
0.795,0.084,9.828,5
0.809,0.093,9.754,5
0.804,0.026,9.754,5
0.816,0.062,9.78,5
0.776,0.045,9.787,5
0.802,0.079,9.775,5
0.776,0.079,9.751,5
0.807,0.084,9.749,5
0.792,0.1,9.751,5
0.785,0.079,9.821,5
0.802,0.062,9.795,5
0.821,0.064,9.816,5
0.826,0.057,9.787,5
