sensorspeed,units,gravity,Accuracy
0.833,0.062,9.754,5
0.838,0.036,9.754,5
0.804,0.088,9.79,5
0.859,0.081,9.799,5
0.831,0.064,9.79,5
0.826,0.076,9.816,5
0.838,0.069,9.806,5
0.855,0.062,9.783,5
0.8,0.062,9.799,5
0.845,0.036,9.775,5
0.848,0.081,9.78,5
0.838,0.093,9.78,5
0.814,0.098,9.783,5
0.824,0.05,9.766,5
0.812,0.088,9.768,5
0.821,0.088,9.79,5
0.843,0.086,9.773,5
0.785,0.086,9.783,6
0.824,0.057,9.802,5
0.843,0.079,9.754,5
0.848,0.069,9.759,5
0.807,0.093,9.792,5
0.802,0.05,9.773,5
0.848,0.098,9.775,5
0.826,0.091,9.778,5
0.836,0.048,9.821,5
0.79,0.062,9.778,5
0.812,0.057,9.766,5
0.833,0.096,9.778,5
0.826,0.108,9.744,5
0.819,0.096,9.787,5
0.816,0.081,9.804,5
0.857,0.081,9.814,5
0.845,0.072,9.78,5
0.828,0.072,9.814,5
0.816,0.069,9.787,5
0.855,0.036,9.771,5
0.836,0.072,9.78,5
0.84,0.057,9.775,5
0.843,0.096,9.795,5
0.84,0.093,9.828,5
0.848,0.088,9.787,5
0.848,0.088,9.787,6
0.814,0.086,9.744,5
0.802,0.064,9.766,5
0.821,0.055,9.795,5
0.814,0.098,9.778,5
0.828,0.086,9.79,5
0.807,0.05,9.775,5
0.809,0.052,9.79,5
0.812,0.086,9.792,5
0.833,0.1,9.783,5
0.812,0.062,9.775,5
0.814,0.038,9.795,5
0.819,0.055,9.79,5
0.778,0.067,9.828,5
0.828,0.084,9.749,5
0.795,0.086,9.747,5
0.833,0.067,9.833,5
0.838,0.052,9.814,5
0.84,0.033,9.783,5
0.848,0.069,9.773,5
0.845,0.062,9.78,5
0.845,0.076,9.771,5
0.814,0.072,9.778,5
0.836,0.084,9.785,5
0.814,0.074,9.799,6
0.833,0.057,9.804,5
0.836,0.06,9.804,5
0.838,0.064,9.799,5
0.802,0.084,9.749,5
0.845,0.076,9.778,5
0.804,0.076,9.771,5
0.821,0.069,9.78,5
0.843,0.069,9.785,5
0.819,0.064,9.775,5
0.836,0.081,9.775,5
0.831,0.067,9.783,5
0.852,0.096,9.78,5
0.824,0.098,9.783,5
0.845,0.081,9.806,5
0.788,0.088,9.833,5
0.804,0.057,9.79,5
0.821,0.108,9.742,5
0.814,0.062,9.785,5
0.852,0.064,9.775,5
0.816,0.088,9.785,5
0.831,0.067,9.799,5
0.819,0.067,9.778,5
0.826,0.06,9.778,5
0.8,0.081,9.787,5
0.821,0.057,9.797,6
0.859,0.074,9.785,5
0.857,0.062,9.773,5
0.843,0.062,9.766,5
0.824,0.048,9.78,5
0.855,0.074,9.775,5
0.828,0.067,9.754,5
0.848,0.055,9.749,5
0.819,0.055,9.771,5
0.843,0.074,9.795,5
0.824,0.088,9.773,5
0.852,0.081,9.816,5
0.812,0.074,9.792,5
0.828,0.072,9.799,5
0.845,0.086,9.783,5
0.802,0.038,9.756,5
0.804,0.079,9.768,5
0.824,0.098,9.816,5
0.819,0.06,9.785,5
0.838,0.069,9.747,5
0.828,0.079,9.785,5
0.795,0.079,9.737,5
0.79,0.074,9.78,5
0.826,0.081,9.804,5
0.85,0.074,9.809,6
0.819,0.088,9.823,5
0.831,0.069,9.795,5
0.84,0.091,9.785,5
0.836,0.084,9.795,5
0.874,0.069,9.809,5
0.852,0.076,9.795,5
0.821,0.074,9.778,5
0.816,0.064,9.785,5
0.809,0.06,9.802,5
0.814,0.103,9.785,5
0.809,0.081,9.811,5
0.768,0.072,9.814,5
0.809,0.024,9.761,5
0.838,0.081,9.78,5
0.79,0.06,9.744,5
0.821,0.057,9.806,5
0.848,0.072,9.809,5
0.821,0.076,9.838,5
0.828,0.064,9.747,5
0.852,0.081,9.773,5
0.814,0.079,9.795,5
0.848,0.103,9.811,5
0.826,0.093,9.79,5
0.814,0.074,9.78,6
0.816,0.069,9.761,5
0.821,0.074,9.778,5
0.828,0.103,9.833,5
0.828,0.081,9.78,5
0.819,0.086,9.787,5
0.79,0.1,9.814,5
0.836,0.088,9.787,5
0.831,0.088,9.744,5
0.819,0.069,9.79,5
0.833,0.06,9.787,5
0.831,0.057,9.787,5
0.838,0.072,9.809,5
0.843,0.079,9.78,5
0.826,0.108,9.792,5
0.812,0.088,9.799,5
0.821,0.084,9.802,5
0.809,0.05,9.756,5
0.845,0.057,9.768,5
0.824,0.084,9.766,5
0.824,0.04,9.778,5
0.816,0.072,9.778,5
0.836,0.069,9.799,5
0.826,0.055,9.775,5
0.79,0.04,9.79,5
0.812,0.021,9.818,6
0.821,0.079,9.821,5
0.852,0.079,9.785,5
0.828,0.072,9.78,5
0.812,0.036,9.778,5
0.802,0.062,9.799,5
0.819,0.079,9.799,5
0.828,0.055,9.771,5
0.84,0.052,9.773,5
0.809,0.057,9.785,5
0.804,0.05,9.768,5
0.84,0.072,9.787,5
0.831,0.069,9.799,5
0.862,0.072,9.785,5
0.845,0.076,9.78,5
0.836,0.079,9.85,5
0.862,0.11,9.747,5
0.816,0.079,9.809,5
0.768,0.062,9.799,5
0.814,0.067,9.771,5
0.831,0.081,9.747,5
0.809,0.098,9.771,5
0.848,0.072,9.792,5
0.812,0.06,9.799,5
0.831,0.074,9.787,6
0.824,0.069,9.766,5
0.831,0.072,9.785,5
0.821,0.079,9.792,5
0.812,0.048,9.761,5
0.797,0.103,9.773,5
0.802,0.081,9.809,5
0.819,0.081,9.797,5
0.824,0.012,9.804,5
0.831,0.06,9.809,5
0.819,0.096,9.804,5
0.824,0.055,9.768,5
0.848,0.086,9.775,5
0.831,0.04,9.804,5
0.824,0.052,9.737,5
0.828,0.048,9.759,5
0.812,0.079,9.804,5
0.826,0.067,9.806,5
0.804,0.091,9.816,5
0.816,0.093,9.739,5
0.824,0.069,9.804,5
0.831,0.074,9.814,5
0.819,0.064,9.818,5
0.821,0.074,9.761,5
0.859,0.086,9.778,5
0.828,0.088,9.799,6
0.852,0.05,9.778,5
0.833,0.108,9.814,5
0.812,0.076,9.816,5
0.852,0.098,9.787,5
0.816,0.052,9.768,5
0.828,0.055,9.79,5
0.821,0.04,9.828,5
0.828,0.05,9.787,5
0.812,0.086,9.737,5
0.821,0.055,9.775,5
0.785,0.064,9.787,5
0.819,0.062,9.787,5
0.84,0.031,9.771,5
0.795,0.06,9.766,5
0.828,0.043,9.756,5
0.836,0.05,9.797,5
0.838,0.06,9.802,5
0.836,0.06,9.775,5
0.867,0.062,9.814,5
0.833,0.074,9.833,5
0.821,0.04,9.799,5
0.84,0.069,9.766,5
0.824,0.064,9.828,5
0.819,0.067,9.806,6
0.809,0.06,9.809,5
0.84,0.048,9.809,5
0.783,0.091,9.759,5
0.831,0.067,9.826,5
0.821,0.048,9.845,5
0.814,0.098,9.811,5
0.84,0.098,9.783,5
0.84,0.076,9.787,5
0.831,0.079,9.802,5
0.802,0.057,9.802,5
0.852,0.105,9.766,5
0.821,0.072,9.787,5
0.821,0.074,9.783,5
0.807,0.069,9.759,5
0.828,0.052,9.785,5
0.816,0.072,9.802,5
0.809,0.069,9.823,5
0.816,0.062,9.797,5
0.807,0.072,9.823,5
0.8,0.091,9.802,5
0.848,0.067,9.783,5
0.831,0.084,9.811,5
0.833,0.067,9.814,5
0.831,0.098,9.79,6
0.816,0.079,9.79,5
0.826,0.05,9.768,5
0.804,0.088,9.809,5
0.821,0.079,9.799,5
0.824,0.06,9.742,5
0.838,0.067,9.84,5
0.816,0.069,9.785,5
0.807,0.04,9.787,5
0.821,0.091,9.783,5
0.809,0.074,9.83,5
0.857,0.048,9.785,5
0.8,0.079,9.785,5
0.833,0.084,9.795,5
0.812,0.084,9.799,5
0.845,0.081,9.802,5
0.819,0.11,9.795,5
0.807,0.072,9.821,5
0.807,0.081,9.787,5
0.833,0.088,9.754,5
0.824,0.091,9.754,5
0.826,0.074,9.804,5
0.816,0.06,9.821,5
0.788,0.062,9.751,5
0.864,0.088,9.778,6
0.797,0.055,9.787,5
0.788,0.074,9.828,5
0.814,0.093,9.83,5
0.838,0.048,9.783,5
0.821,0.084,9.725,5
0.812,0.045,9.773,5
0.828,0.069,9.797,5
0.804,0.069,9.797,5
0.836,0.076,9.787,5
0.836,0.06,9.759,5
0.826,0.064,9.771,5
0.814,0.081,9.79,5
0.845,0.055,9.816,5
0.831,0.096,9.778,5
0.812,0.086,9.771,5
0.843,0.079,9.799,5
0.831,0.036,9.799,5
0.838,0.088,9.768,5
0.828,0.115,9.785,5
0.84,0.057,9.816,5
0.833,0.052,9.795,5
0.852,0.055,9.806,5
0.807,0.062,9.742,5
0.84,0.064,9.785,5
0.8,0.086,9.797,6
0.807,0.06,9.802,5
0.833,0.093,9.816,5
0.843,0.076,9.79,5
0.812,0.084,9.809,5
0.795,0.055,9.814,5
0.809,0.067,9.821,5
0.804,0.11,9.79,5
0.843,0.096,9.766,5
0.831,0.079,9.766,5
0.824,0.052,9.811,5
0.814,0.086,9.771,5
0.845,0.062,9.804,5
0.833,0.079,9.773,5
0.819,0.045,9.773,5
0.836,0.072,9.766,5
0.809,0.098,9.766,5
0.809,0.076,9.811,5
0.838,0.074,9.785,5
0.831,0.055,9.799,5
0.833,0.057,9.816,5
0.828,0.072,9.804,5
0.843,0.069,9.79,5
0.824,0.05,9.818,5
0.797,0.072,9.775,6
0.802,0.072,9.778,5
0.836,0.064,9.795,5
0.843,0.064,9.771,5
0.838,0.062,9.797,5
0.807,0.076,9.792,5
0.831,0.079,9.783,5
0.826,0.103,9.773,5
0.828,0.074,9.816,5
0.8,0.088,9.804,5
0.819,0.057,9.792,5
0.828,0.091,9.792,5
0.819,0.084,9.818,5
0.843,0.069,9.806,5
0.828,0.072,9.787,5
0.833,0.096,9.775,5
0.852,0.072,9.763,5
0.831,0.029,9.792,5
0.848,0.074,9.795,5
0.831,0.069,9.826,5
0.821,0.088,9.78,5
0.85,0.067,9.797,5
0.824,0.084,9.78,5
0.804,0.079,9.79,5
0.836,0.093,9.771,6
0.826,0.093,9.732,5
0.84,0.064,9.778,5
0.812,0.069,9.821,5
0.831,0.067,9.785,5
0.828,0.06,9.749,5
0.859,0.05,9.799,5
0.845,0.076,9.795,5
0.804,0.055,9.795,5
0.84,0.079,9.778,5
0.828,0.064,9.754,5
0.814,0.057,9.799,5
0.828,0.067,9.787,5
0.824,0.04,9.799,5
0.821,0.103,9.78,5
0.831,0.072,9.742,5
0.831,0.096,9.751,5
0.833,0.057,9.763,5
0.816,0.072,9.804,5
0.826,0.1,9.799,5
0.836,0.072,9.802,5
0.848,0.06,9.814,5
0.824,0.084,9.804,5
0.819,0.074,9.751,5
0.831,0.081,9.78,5
0.821,0.084,9.718,6
0.804,0.084,9.806,5
0.795,0.098,9.823,5
0.838,0.064,9.773,5
0.845,0.084,9.751,5
0.836,0.067,9.766,5
0.838,0.048,9.787,5
0.819,0.064,9.797,5
0.809,0.067,9.797,5
0.8,0.088,9.799,5
0.859,0.067,9.83,5
0.819,0.084,9.763,5
0.859,0.064,9.804,5
0.828,0.067,9.744,5
0.814,0.079,9.778,5
0.8,0.069,9.763,5
0.819,0.057,9.785,5
0.838,0.069,9.785,5
0.816,0.069,9.778,5
0.85,0.072,9.806,5
0.809,0.093,9.759,5
0.824,0.055,9.809,5
0.812,0.074,9.821,5
0.824,0.067,9.79,5
0.824,0.093,9.833,6
0.848,0.067,9.814,5
0.833,0.081,9.78,5
0.843,0.062,9.785,5
0.826,0.067,9.775,5
0.833,0.055,9.802,5
0.828,0.069,9.802,5
0.819,0.091,9.744,5
0.79,0.064,9.804,5
0.819,0.043,9.799,5
0.8,0.064,9.84,5
0.824,0.074,9.792,5
0.838,0.033,9.785,5
0.814,0.103,9.785,5
0.807,0.081,9.759,5
0.802,0.079,9.766,5
0.824,0.072,9.814,5
0.8,0.074,9.773,5
0.802,0.04,9.78,5
0.869,0.057,9.818,5
0.836,0.086,9.787,5
0.819,0.074,9.759,5
0.831,0.091,9.79,5
0.845,0.05,9.787,5
0.845,0.112,9.804,5
0.831,0.086,9.79,6
0.828,0.057,9.771,5
0.819,0.081,9.806,5
0.843,0.072,9.828,5
0.821,0.069,9.747,5
0.836,0.076,9.749,5
0.826,0.086,9.761,5
0.797,0.038,9.814,5
0.802,0.067,9.838,5
0.833,0.069,9.804,5
0.84,0.081,9.768,5
0.831,0.081,9.797,5
0.826,0.098,9.787,5
0.826,0.086,9.78,5
0.852,0.091,9.766,5
0.819,0.072,9.778,5
0.848,0.04,9.78,5
0.797,0.064,9.795,5
0.812,0.081,9.795,5
0.812,0.062,9.775,5
0.824,0.069,9.802,5
0.855,0.1,9.816,5
0.821,0.079,9.799,5
0.859,0.057,9.79,5
0.843,0.055,9.792,5
0.828,0.057,9.806,6
0.809,0.06,9.768,5
0.828,0.062,9.792,5
0.826,0.064,9.814,5
0.828,0.069,9.806,5
0.828,0.074,9.768,5
0.797,0.067,9.795,5
0.886,0.074,9.804,5
0.84,0.076,9.792,5
0.814,0.057,9.814,5
0.79,0.062,9.806,5
0.828,0.069,9.826,5
0.836,0.105,9.747,5
0.824,0.067,9.778,5
0.809,0.067,9.835,5
0.84,0.062,9.826,5
0.814,0.108,9.751,5
0.836,0.043,9.771,5
0.838,0.081,9.771,5
0.826,0.072,9.809,5
0.828,0.088,9.806,5
0.833,0.076,9.763,5
0.857,0.067,9.759,5
0.819,0.088,9.811,5
0.792,0.06,9.821,6
0.804,0.057,9.783,5
0.845,0.081,9.737,5
0.85,0.074,9.797,5
0.833,0.05,9.818,5
0.84,0.091,9.783,5
0.804,0.081,9.771,5
0.824,0.057,9.799,5
0.809,0.04,9.811,5
0.824,0.06,9.797,5
0.807,0.081,9.795,5
0.828,0.05,9.768,5
0.824,0.069,9.809,5
0.821,0.033,9.821,5
0.819,0.069,9.792,5
0.812,0.064,9.742,5
0.848,0.098,9.797,5
0.855,0.064,9.773,5
0.819,0.103,9.783,5
0.812,0.067,9.806,5
0.831,0.064,9.828,5
0.826,0.076,9.773,5
0.852,0.057,9.759,5
0.819,0.05,9.756,5
0.824,0.057,9.79,6
0.809,0.062,9.792,5
0.802,0.091,9.771,5
0.828,0.084,9.802,5
0.819,0.093,9.811,5
0.857,0.079,9.775,5
0.814,0.084,9.79,5
0.824,0.076,9.821,5
0.807,0.091,9.802,5
0.848,0.05,9.787,5
0.848,0.079,9.795,5
0.828,0.033,9.778,5
0.843,0.055,9.778,5
0.821,0.074,9.754,5
0.816,0.086,9.804,5
0.831,0.06,9.766,5
0.843,0.069,9.814,5
0.816,0.048,9.785,5
0.831,0.093,9.809,5
0.843,0.108,9.823,5
0.831,0.064,9.778,5
0.833,0.069,9.775,5
0.836,0.055,9.763,5
0.814,0.079,9.78,5
0.819,0.069,9.809,6
0.809,0.072,9.799,5
0.802,0.091,9.768,5
0.848,0.086,9.787,5
0.843,0.119,9.756,5
0.845,0.079,9.804,5
0.821,0.067,9.799,5
0.843,0.05,9.795,5
0.819,0.064,9.809,5
0.814,0.052,9.795,5
0.8,0.074,9.809,5
0.785,0.064,9.799,5
0.804,0.062,9.806,5
0.821,0.076,9.766,5
0.814,0.062,9.811,5
0.8,0.096,9.768,5
0.816,0.043,9.792,5
0.807,0.072,9.797,5
0.859,0.069,9.763,5
0.828,0.105,9.785,5
0.8,0.05,9.802,5
0.819,0.069,9.783,5
0.814,0.086,9.778,5
0.826,0.057,9.763,5
0.84,0.031,9.804,5
0.838,0.029,9.828,6
0.845,0.105,9.763,5
0.891,0.084,9.773,5
0.809,0.057,9.761,5
0.814,0.031,9.797,5
0.824,0.086,9.806,5
0.816,0.069,9.792,5
0.819,0.079,9.797,5
0.838,0.079,9.732,5
0.85,0.064,9.785,5
0.812,0.064,9.797,5
0.859,0.086,9.797,5
0.804,0.079,9.773,5
0.804,0.033,9.799,5
0.795,0.062,9.78,5
0.864,0.06,9.795,5
0.826,0.081,9.768,5
0.812,0.093,9.792,5
0.828,0.069,9.761,5
0.816,0.04,9.797,5
0.831,0.076,9.768,5
0.819,0.108,9.751,5
0.816,0.079,9.799,5
0.824,0.064,9.802,5
0.826,0.084,9.816,6
0.831,0.096,9.773,5
0.848,0.069,9.785,5
0.833,0.055,9.768,5
0.824,0.045,9.763,5
0.859,0.072,9.79,5
0.821,0.091,9.806,5
0.84,0.086,9.809,5
0.828,0.057,9.749,5
0.821,0.074,9.766,5
0.824,0.115,9.751,5
0.85,0.057,9.79,5
0.807,0.069,9.787,5
0.807,0.072,9.809,5
0.826,0.096,9.761,5
0.828,0.088,9.802,5
0.8,0.067,9.797,5
0.826,0.057,9.771,5
0.807,0.098,9.792,5
0.816,0.05,9.778,5
0.816,0.052,9.78,5
0.807,0.067,9.78,5
0.85,0.05,9.785,5
0.859,0.076,9.785,5
0.824,0.086,9.814,6
0.826,0.084,9.795,5
0.816,0.074,9.775,5
0.807,0.067,9.78,5
0.843,0.069,9.78,5
0.843,0.093,9.811,5
0.807,0.081,9.775,5
0.85,0.057,9.792,5
0.824,0.108,9.787,5
0.836,0.064,9.761,5
0.838,0.067,9.739,5
0.816,0.038,9.771,5
0.802,0.064,9.787,5
0.864,0.005,9.766,5
0.814,-0.083,9.72,5
0.733,-0.04,9.39,5
0.833,0.242,9.328,5
0.771,0.397,10.247,5
0.773,0.261,10.489,5
0.733,0.04,10.206,5
